SKU,Product,Original Price,Discounted Price
ST16000VE002,"Hard Disk Seagate SkyHawk AI ST16000VE002 16 Terra Bytes, 6 GB/s, 256 MB Cache, HDD 16 TB",1719.99,1690.0
SF-TESTER4-5N1-4K,Tester Universal 4K ALL in ONE SF-TESTER4-5N1-4K,1849.99,1750.0
HSKP423HA5,"Cablu FTP, Cat.6a, Cupru, Tambur 500M, SCHRACK, HSKP423HA5",1889.99,1809.0
WD141PURP,"Hard disk 14TB Western Digital Purple PRO, WD141PURP",1899.99,1789.0
HSKP423HP/500,Cablu SFTP Cat7 1000MHz LS0H 23AWG Rola 500M SFTPCAT7500 SCHRACK HSKP423HP/500,2029.99,1990.0
PKC-MS0B,"Suport mobil pentru monitor interactiv Whiteboard, 55""-75""inci, design modular, suporta pana la 180kg, Dahua PKC-MS0B",2149.99,1173.0
HSKP423HB/500,Cablu FTP cat7 Cupru Tambur 500M SCHRACK HSKP423HB/500,2219.99,2130.0
T-4300MADH+,"Tester 5MP (4K) pentru camere IP, HD-TVI, HD-CVI, AHD T-4300MADH+",2299.99,1994.0
42u600x600,"Rack 42U, 600×600 mm, montare pe podea, neasamblat, negru, usa perforata, DataLink, 42u600x600",2399.99,2249.0
DS-1006KI,"Tastatura cu Joystick si display, Hikvision DS-1006KI",Disponibil.comanda,2511.0
DS-1006KI,"Tastatura cu Joystick si display, Hikvision DS-1006KI",Disponibil.comanda,2511.0
SF-TESTER7-5N1-4K,"Tester CCTV profesional 4K, Wifi, multimetru, test retea POE OUT, HDMI IN/OUT SF-TESTER7-5N1-4K",2749.99,2650.0
RACK42U8010,"Rack 42U, 19'', Negru 800X1000mm, Cu roti si sistem de ventilare, montaj pe podea, SAFER RACK42U8010",2799.99,2484.0
T-9800MADH+,"Tester CCTV, ecran 7"", redare la 4K, pentru camere IP, HDTVI, HDCVI, AHD, cu Wi-Fi, PoE, microSD, port HDMI, baterie, T-9800MADH+",2930.99,2798.0
T-9800ADH+,"Tester 5MP pentru camere IP, HD-TVI, HD-CVI, AHD T-9800ADH+",2936.99,2797.0
AP-5AC-90-HD,"Antena sectoriala de retea, Ubiquiti, AP-5AC-90-HD",3092.99,2945.0
PFM906-E,"Tester CCTV, Full HD, cu Touchscreen, test retea, Wi-Fi, HDCVI, HDTVI, AHD, CVBS, IPC, HDMI IN/OUT, USB, Dahua PFM906-E",3872.99,3294.0
PFM907-E,"Tester CCTV IP pentru camera de supraveghere, Dahua PFM907-E",4164.99,3543.0
SAF-TESTER8-5N1-4K,Tester CCTV 4K - 8MP - AHD/CVI/TVI/IP SAF-TESTER8-5N1-4K,4615.99,4400.0
DS-D5ABKY2-S,"Suport mobil Hikvison pentru display 55-65-75"", DS-D5ABKY2-S",Disponibil.comanda,4314.0
55B4E31T,"Monitor 4K DLED, diagonala 55 inci, suporta Wi-Fi, intrari 2xHDMI, Hisense 55B4E31T",5999.99,5490.0
55BM66AE,"Monitor 4K ELED UHD, diagonala 55 inci, suporta Wi-Fi, intrari HDMI, VGA, DVI, USB, DP, RS232, Hisense 55BM66AE",6499.99,5941.0
65UL3G,Monitor 65 inci LG Digital Signage 65UL3G,6999.99,6700.0
65B4E31T,"Monitor 4K DLED UHD, diagonala 65 inci, 2 xHDMI, Hisense 65B4E31T",7499.99,7027.0
IFX86,"Monitor interactiv 4K UHD, diagonala 86"" (218.44cm), Wi-Fi 5, 2x difuzor, HDMI, VGA, USB, RS232, Vestel IFX86",9109.99,7511.0
LH65WMBWBGCXEN,"Ecran interactiv 4K, 65"", SAMSUNG Flip Pro Digital Flipboard, touch, HDMI, USB-C, RJ45, Wi-Fi, LH65WMBWBGCXEN",9308.99,8865.0
75B4E30T,"Monitor 4K DLED UHD, 75 inci, cu Wi-Fi, intrari 2xHDMI, Hisense 75B4E30T",9989.99,9499.0
DS-D6055UL-B/S,"Totem digital (Digital Signage), DLED, 55""inci, difuzoare incorporate, intrari 2x HDMI, 1x Audio, 1x VGA, Hikvision DS-D6055UL-B/S",12999.99,12000.0
LDV55-SAI200,Totem digital (Digital Signage) 55 inci Dahua LDV55-SAI200,Disponibil.comanda,13499.99
DS-D5B86RB/C,"Monitor interactiv (Whiteboard), 4K DLED, diagonala 86"", Intrari 2xHDMI, USB, RJ45, RS-232, Hikvision DS-D5B86RB/C",Disponibil.comanda,13319.0
86BDL3652T/00,"Monitor interactiv 4K IPS, diagonala 86"" (218.44cm), 2 difuzoare, HDMI, USB, RJ45, RS232, Philips 86BDL3652T/00",15587.99,14714.0
LH75WMBWLGCXEN.SLEDU,"Monitor interactiv 4K UHD Samsung Flip Pro, diagonala 75"" (190.5cm), cu Touch, LH75WMBWLGCXEN.SLEDU",15979.99,15218.99
86B4E30T,"Monitor 4K DLED UHD, 86 inci 2.2 metri, cu Wi-Fi, intrari 2xHDMI, Hisense 86B4E30T",17499.99,16351.0
LDV55-EAO400K,"Monitor Digital Signage, 4K LED, diagonala 55"" (139.7cm), Android, USB, Difuzor, IP55, Dahua LDV55-EAO400K",Disponibil.comanda,36998.0
LDV65-EAO400K,"Monitor Digital Signage cu Android de exterior, Dahua LDV65-EAO400K, 65” 165cm, Format Portret 9:16, Industrial, Foarte luminos",Disponibil.comanda,54492.0
BAT0194,Baterie CR2016 pentru telecomenzi REBEL EXTREME BAT0194,2.99,2.9
YK-BAR1H/CAP,"Capac brat bariera compatibil cu bariera Boomx PRO 100, YK-BAR1H/CAP",4.60,4.2
CAVRN3,Distantier cu surub pentru cremaliera metalica CAVRN3,4.99,4.2
AREC,"Suport fotocelule, incastrabil , LIFE AREC",5.49,5.25
BAT0061B,"Baterii alcaline 1.5V AA-LR6 / BLISTER, 4 baterii in SET, BAT0061B",5.99,5.25
BAT0061B,"Baterii alcaline 1.5V AA-LR6 / BLISTER, 4 baterii in SET, BAT0061B",5.99,5.25
PH-CR1220/00B,"Baterie CR1220 Phillips, blister 1 bucata",6.99,5.0
VAR-LR23,"Baterie alcalina pentru telecomenzi LIFE, Varta 12V LR23A",6.99,5.76
BAT0240,"Baterie CR2016, blister 2 buc, pentru telecomenzi, Varta, BAT0240",7.99,6.5
PH-CR2450-10B,"Baterie Lithiu CR2450 Blister 1 BUC PHILIPS, PH-CR2450-10B",8.99,8.5
RG20815S,Cheie/Levier Deblocare RG20815S Pentru Automatizari Comunello RAM,14.99,13.0
ROLA P,"Rola de ghidaj superioara pentru sisteme de culisare, din teflon ROLA P",17.99,17.0
5RI1980000,"Bec 230V galben 25W pentru automatizari de porti, 5RI1980000",18.99,17.0
ASP,"Suport lateral lampa semnalizare LIFE, ASP",19.99,17.85
CAPATSINAC65,Capat sina C65,21.99,21.0
XBA13-1M,"Protectie de cauciuc pentru bariera, Lungime 1 metru, King Gates XBA13-1M",22.99,20.0
4010040B,"Suport pentru prindere orizontala, compatibil cu KATO 305 RWA 24V-ALB, 4010040B",26.99,24.0
4010040N,"Suport pentru automatizare desfumare KATO 305 RWA 24V-NEGRU, 4010040N",26.99,24.0
380F,Opritor mecanic inalt incastrat,29.99,25.0
380 F/P,"Opritor aplicat zincat pentru porti batante PICOLO, 380 F/P",29.99,26.0
2AS3060000,"Set suruburi si saibe pentru montarea cremalierei crm4, 6x25mm, 60 buc/set, 2AS3060000",29.99,17.98
EC65,"Capat din metal galvanizat pentru sina C65, EC65",29.99,27.0
380 F/G,"Opritor mecanic pentru porti batante Combi Arialdo GRANDE, 380 F/G",34.99,29.0
AREF,Suport fixare pentru fotocelule VISIO LIFE si control acces WI,34.99,25.0
5RI2090000,"Capac brat OPTIMO2/OPTIMO 3 SKYLINE, LIFE 5RI2090000",34.99,26.0
5RI2760000,"Cheie deblocare manuala pentru automatizarile LIFE OPTIMO2, OPTIMO3",37.99,35.0
EC75,"Rola de capat cu protectie din cauciuc, fixare cu surub pentru sina C75, EC75",38.99,36.0
25-2080U,"Rola culisanta, profil U, 25-2080U",39.99,36.0
CRM4,"Cremaliera insertie metalica 1m pentru porti culisante, CRM4",39.99,35.0
25-2080Y,"Rola culisanta, profil V, 25-2080Y",39.99,36.0
GHIDFIX40,"Opritor pentru porti culisante, gol de 40mm, GHIDFIX40",39.99,36.0
GHIDFIX60,"Opritor pentru porti culisante, gol de 60mm, GHIDFIX60",39.99,36.0
FI80VI,"Rola incastrabila profil V Fi80 culisare la sol, culoare neagra",41.99,39.0
YK-BAR-GAR-bk,"Margine cauciucata pentru bratele de bariera, YK-BAR-GAR-bk",43.99,41.0
CRMACC,"Cremaliera metalica zincata, lungime 1m, Grosime 10mm, pentru automatizari culisante, CRMACC",45.99,39.0
YK-BAR-TC(V2),Telecomanda suplimentara pentru bariera YLI,49.99,47.0
382P,"Opritor mecanic cu cauciuc, 382P",54.99,51.0
5RI3560000,Capac spate pentru motor brat Optimo Sky Line 5RI3560000,54.99,53.0
AP60-65,"Placa de montaj ajustabila, compatibila cu carucioarele din kitul C65H si C65H+, AP60-65",55.99,51.0
VZ-FG01,Ghidaj cu rama pentru usi cu grosime pana la 25mm VZ-FG01,56.99,54.0
4010038B,"Suport pentru automatizare desfumare KATO 305 RWA, 4010038B",58.99,55.0
4010038N,"Suport pentru automatizare desfumare KATO 305 RWA 24V-NEGRU, 4010038N",58.99,55.0
SAF-A20,"Set fotocelule 20m, 12-24V, NO/NC SAF-A20",59.99,57.0
AP75,"Placa de montaj ajustabila compatibila cu C75, G75-8, AP75",59.99,56.0
FI80UI,"Rola incastrabila profil U Fi80 culisare la sol, culoare neagra",59.99,58.0
FI80UA,"Rola aplicata profil U Fi80 culisare la sol, culoare neagra",59.99,58.0
FI80VA,"Rola aplicata profil V Fi80 culisare la sol, culoare neagra",59.99,58.0
ABO-20L,"Fotocelule pentru automatizarile Linomatik, ABO-20L",59.99,57.0
FALK,"Telecomanda automatizare Motorline, FALK 4 canale",63.99,57.99
5RI0950000,"Encoder pentru automatizari de porti Optimo3, Optimo3UNI si Optimo5, 5RI0950000",63.99,59.0
5RI0940000,Encoder pentru automatizari de porti Optimo3 si Optimo5 5RI0940000,64.99,59.0
5RI2750001,"Opritor mecanic pentru automatizare Optimo 3 UNI, Optimo5, LIFE, 5RI2750001",64.99,59.0
WBK-401-1-24,"Set receptor radio si telecomanda 24V automatizari porti 1 canal, WBK-401-1-24",65.99,63.0
412/80,"Roata profil V cu suport exterior FI80, 412/80",69.99,65.0
427/80,Rola incastrabila profil V Fi80 culisare la sol,69.99,65.0
5RI1730000,"Opritor capat de cursa, optimo2/optimo3 sky, Life, 5RI1730000",69.99,60.0
PLACA2ROL,Placa de ghidaj superioara 2 role,69.99,66.14
V2-14B0008,"Lampa de semnalizare pentru automatizare de porta Linomatik 230V, V2-14B0008",69.99,69.0
PIL0402,Telecomanda automatizare Beninca - Compatibila,72.99,69.0
MANER,"Maner usa de garaj, dublu",74.99,68.0
HC65,Opritor zincat pentru sina C65 feronerie autoportanta in consola,76.99,61.0
5RI1040000,"Suport pentru stalp compatibil cu automatizarile Life OPTIMO3 si OPTIMO 5, 5RI1040000",79.99,73.0
5RI1060000,"Prindere brat pentru automatizarile OPTIMO3 / OPTIMO5 de suportul de poarta, Life 5RI1060000",79.99,73.0
PIL0400,"Telecomanda compatibila Ditec, Nice Flor-s, V2",79.99,75.0
5RI1710000,"Angrenaj motor Optimo2/Optimo3 Skyline, 5RI1710000",79.99,67.0
DREAM-AZZ,"Telecomanda cu 2 butoane LIFE DREAM-AZZ, 433.92MHz, compatibila cu toate automatizarile Life",79.99,69.0
DREAM,"Telecomanda 2 butoane LIFE, DREAM",79.99,69.0
GVCTR4STN0G00,"Telecomanda Victor 4 taste pentru automatizari de porti Comunello, GVCTR4STN0G00",79.99,79.99
DREAM04,"Telecomanda 4 butoane automatizari de porti LIFE, DREAM04",79.99,69.0
SINAU2.9M,"Sina U, 2.90 metri aplicata pentru culisare la sol SINAU2.9M",81.99,77.0
Lino4RC,"Telecomanda cu 4 butoane, 433.92, Tehnologie Rolling Code, compatibila cu automatizarile Linomatik, Lino4RC",82.99,69.0
ER75,"Rola de sustinere, (21/75) pentru C75 galvanizat",82.99,81.0
ER65,Rola de sustinere pentru sina C65,84.99,72.0
FTG180,Fotocelule de siguranta pentru automatizarile Linomatik FTG180,87.99,84.0
HC75,"Opritor capat de cursa inferior, galvanizat HC75",87.99,73.0
SKANX,Antena pentru automatizari de porti LIFE,89.99,63.0
STYLO4K,Telecomanda 4 butoane KING GATES - STYLO 4K,89.99,82.0
5RI1800000,"Suport prindere stalp OPTIMO2, 5RI1800000",89.99,75.0
GS85-2,"Ghidaj superior 2 role, GS85-2",89.99,69.0
LINO4TR,"Telecomanda 4 butoane, pentru automatizare de poarta, LINOMATIK LINO4TR",89.99,79.0
UR01,"Receptor radio pentru telecomenzi Linomatik, 433.92 MHZ 12 V/24 V",89.99,64.0
LINO-LAMP,Lampa semnalizare pentru automatizari de porti LED 230V,89.99,78.75
WBK-401-2-12/24,"Set radiocomanda cu un receptor si o telecomanda, WBK-401-2-12/24",89.99,84.0
GVCTR2STN0G00,"Telecomanda 2 canale, Rolling code, 433.92 Mhz, pentru automatizari Comunello, VICTOR 2 RC, GVCTR2STN0G00",89.99,85.0
SPL,Lampa de semnalizare 220V pentru automatizari Life,89.99,82.95
MAXI02-BROWN,Telecomanda pentru automatizari LIFE MAXI02-BROWN,89.99,75.0
MAXI02-BLUE,"Telecomanda pentru automatizari de poarta Life cu 2 taste, MAXI02-BLUE",89.99,77.0
YKS-803D2,"Buton aplicabil cu cheie, sistem revenire automata, contact de tip NO si NC, 16A 240V, pentru interior, negru, YKS-803D2",95.99,93.0
RC06,"Telecomanda cu 3 butoane pentru automatizari, compatibila cu UR01, RC06",99.99,69.0
P5200,"Set fotocelule LINOMATIK pentru automatizari de porti, P5200",99.99,79.0
DES,Selector cu cheie LIFE pentru automatizari de porti,99.99,89.0
Lino5TR,"Telecomanda cu afisaj unidirectional, 4 butoane, 433.92MHz, Rolling Code, pentru automatizarile Linomatik, Lino5TR",99.99,89.0
STOP,"Limitator cursa deschidere, STOP",99.99,94.0
BRAVO2,Telecomanda clona pentru automatizarile LIFE BRAVO2,99.99,74.0
MAXI04-BLUE,"Telecomanda pentru automatizari de poarta Life cu 4 taste, MAXI04-BLUE",99.99,90.0
ACS-RC09,Telecomanda pentru receptorul de 500 Metri 2 canale,99.99,94.49
FIDO2,"Telecomanda 2 butoane pentru automatizari Life, FIDO2",99.99,90.0
PC02,"Set fotocelule compatibile cu automatizarile de porti LINOMATIK, PC02",99.99,89.0
5RI2480000,"Limitator de cursa electromecanic compatibil cu automatizarile Life ACER, 5RI2480000",99.99,90.0
LINO-PH,Set fotocelule pasive 12V-24V 20m range orientare 15 grade,99.99,79.0
SPL24,Lampa de semnalizare 24 V pentru automatizari LIFE,99.99,93.45
5RI1790000,"Piesa de schimb, suport poarta OPTIMO2, 5RI1790000",101.99,93.0
5RI2530000,"Carcasa pentru motor ACER400 / 600 / 800, 5RI2530000",102.99,94.0
5RI1780000,"Carcasa de protectie pentru ax melcat al automatizarii OPTIMO2, 5RI1780000",102.99,94.0
5RI0930000,"Deblocator manual cu cheie pentru OPTIMO 3, OPTIMO5, 5RI0930000",103.99,94.0
VIKY30,Set fotocelule King Gates VIKY30,104.99,97.0
IDEA 24 PLUS,Lampa semnalizare automatizari King Gates 24V IDEA 24 PLUS,104.99,95.0
YKS-803D1-WH,"Buton aplicabil cu cheie, sistem revenire automata, contact de tip NO si NC, 16A 240V, pentru interior, Alb YKS-803D1-WH",106.99,102.0
FIDO4,"Telecomanda automatizare LIFE, FIDO4",109.99,99.0
PL-PJ30D,Detectorul cu ultrasunete pentru verificare loc de parcare gol PL-PJ30D,109.99,105.0
5RI2310000,Deblocator cu cheie pentru motoare Acer LIFE - generatie veche,111.99,100.0
5RI2310100,Deblocator cu cheie pentru motoare Acer LIFE - generatie noua,111.99,100.0
5RI1030000,"Suport poarta OPTIMO3/5, 5RI1030000",114.99,105.0
TO.GO2VA,"Telecomanda 2 Butoane Beninca TO.GO2VA, frecventa 433,92 Mhz",114.99,109.0
PTX4P1I,Telecomanda 4 butoane automatizari Proteco PTX4P1I,115.99,110.0
TO.GO4VA,Telecomanda 4 Butoane Beninca TO.GO4VA,117.99,115.0
1722C6,"Set suporti metalici de fixare pentru automatizarea LINEARK50024, KING GATES 1722C6",118.99,109.0
5RI1770000,"Carcasa pentru brat de automatizare Optimo 2, 5RI1770000",119.00,109.0
SINAU3M,"Sina U , 3 metri aplicata pentru culisare la sol",119.99,114.0
TO.GO2AK,"Telecomanda automatizare porta cu 2 butoane, Beninca TO.GO2AK",119.99,113.0
WHYEVOV10-R,"Telecomanda universala pentru automatizari cod saritor sau fix V10 WHY EVO, Rosie, WHYEVOV10-R",119.99,94.5
FSHALFA24-230,Lampa de semnalizare pentru automatizarea de porta Linomatik 12-24V sau 230V FSHALFA24-230,119.99,118.0
WHYEVOV10-B,Telecomanda universala Why Evo pentru automatizari de porti,119.99,114.0
FL01,"Lampa de avertizare Linomatik 12V AC / 24V DC / 230V AC pentru automatizari porti, FL01",119.99,118.0
YK-BAR-SB-wh,"Suport pentru brat bariera cu inaltime variabila 78-103cm, din metal, alb, YK-BAR-SB-wh",121.99,115.0
YK-BAR-SB,Suport brat de bariera fix,125.99,120.0
GS85-4,Consola ghidaj superior 4 role GS85-4,126.99,94.0
RH-GD03,"Releu wireless deschidere automatizare din telefon, Smart Life, Tuya, Rehent, RH-GD03",128.99,90.0
RXK1,Receptor King Gates RXK1,129.00,119.0
SUN R1E,"Receptor radio 1 canal - MINI, LIFE SUNR1E",129.99,115.0
SUC1 8M,"Margine cauciuc bariera 8M, SUC1 8M",129.99,123.0
EXTSINA,Extensie sina 1M pentru automatizarile de garaj Linomatik,129.99,109.0
SUNLED 24V,Lampa automatizare de poarta 24V LIFE SUNLED ITALIA,139.99,125.0
AGECH2NEW,"Modul Back-up pentru placa OPTIMO 2 NEW, LIFE AGECH2",139.99,134.5
SUNLED 230V,Lampa automatizare de poarta 230V LIFE SUNLED ITALIA,139.99,125.0
5RI1740000,Angrenaj pinion OPTIMO2 5RI1740000,139.99,127.0
5RI1720000,"Pinion Life pentru automatizari de poarta Optimo2 si Optimo3 Skyline, 5RI1720000",139.99,127.0
BATK3,Modul incarcare baterie suplimentara King Gates,139.99,124.95
SKANT,"Antena Life pentru automatizari de porti, Life, SKANT",144.99,127.0
AGECH XL,Modul de backup pentru bariere Life Supra AGECH XL,144.99,138.0
5RI1630000,"Sistem de transmisie curea, compatibil cu automatizarile Life PROBO PR120 XL si PR100 XL, 5RI1630000",145.99,135.0
5RI2600000,"Pinion de interior pentru automatizare poarta culisanta Life ACER 400 si Acer 600, 5RI2600000",148.99,135.0
5RI3010000,"Encoder dublu pentru automatizarea de garaj Life VIS, 5RI3010000",149.99,129.0
Lino 1SDPROT,"Protectie usa pietonala, Linomatik, Lino 1SDPROT",149.99,140.0
Lino UR03,"Receptor telecomenzi Linomatik, un canal, 433.92Mhz",149.99,129.0
Lino 2SDPROT,"Protectie usa pietonala, Linomatik, Lino 2SDPROT",149.99,140.0
5RI0920000,"Pinion OPTIMO3/OPTIMO5, 5RI0920000",153.99,140.0
5RI3530000,Ax melcat OPTIMO 3 SKYLINE,158.99,143.0
4KREMPVC,Set 4 cremaliere insertie metalica,158.99,139.99
Lino2SUN,"Telecomanda cu agatatoare pentru parasolar, 2 butoane, Tehnologie Rolling Code, 433.92MHz, Linomatik Lino2SUN",159.99,147.0
Lino1SUN,"Telecomanda cu agatatoare pentru parasolar, 3 butoane, 433.92MHz, Tehnologie Rolling Code, Linomatik Lino1SUN",160.99,150.0
Lino WIFI,"Modul Wi-Fi universal cu USB, pentru automatizari de usi de garaj, Linomatik, Lino WIFI",164.99,158.0
5RI1360000,"Deblocator pentru automatizarea batanta Life Armor, 5RI1360000",165.99,149.0
906,"Sina V, 3 metri, aplicata, culisare la sol",169.99,149.0
AOP1,"Suport modular life-stalp, AOP1",174.99,158.0
WK02,"Tastatura wireless pentru automatizarile Linomatik 433.92Mhz, WK02",179.99,94.0
SPAMG208A00A,"Piston scurt pentru automatizari de poarta batante King Gates, SPAMG208A00A",189.99,175.0
1722B9,Piston de schimb 1722B9 pentru LINEARK40024,189.99,175.0
5RI2560000,"Pinion pentru automatizarea de poarta culisanta Life ACER 400, 5RI2560000",189.99,159.0
5RI1700000,"Motor Optimo2, 5RI1700000",193.99,175.0
AMA2,"Deblocator pentru automatizarile de porti batante Life Ergo, AMA2",199.00,190.0
KG172988,"Brat anterior automatizare Minimodus, KG172988",199.99,169.0
SUC1 10M,MARGINE CAUCIUC BARIERA 10M,199.99,155.0
G65-5,"Carucior in 5 role, pentru feronerie, poarta autoportanta in consola, G65-5",199.99,169.0
5RI2570000,"Arbore angrenaj intern pentru automatizarile de porti culisante Life Acer, 5RI2570000",199.99,179.0
AOP2,"Suport ajustabil pentru porti batante Life, AOP2",203.99,185.0
VZ-MS01-B,Senzor de miscare cu microunde negru VZ-MS01-B,207.99,193.0
WHY-RX2,"Receptor multi-frecventa, 2 canale, fix sau saritor, pentru automatizari de porti WHY-RX2",219.99,189.0
5RI1370000,"Grup de pinioane compatibile cu automatizarea de poarta batanta Life Armor, 5RI1370000",219.99,195.0
5RI0990000,"Ax compatibil cu Optimo 3 UNI si Optimo 5, Life 5RI0990000",222.99,201.0
KG172585,"Angrenaj de tractiune pentru automatizarea KING GATES ROLLSK1200.02, KG172585",229.99,209.0
1725D3,"Curea de schimb pentru automatizarile de usi de garaj ELEVOKIT620 si ELEVOKIT1000, KING GATES 1725D3",229.99,209.0
VZ-GC02,"Suport fixare usa din sticla pentru automatizare usa glisanta, aluminiu",233.99,223.0
Fast R2,"Receptor radio cu 2 canale, compatibil cu barierele Life, Fast R2",239.99,209.0
MA00MC35N0G00,"Brat cu cremaliera Comunello A350 MECH, compatibil cu automatizarile AIRWIN, 350mm, MA00MC35N0G00",239.99,225.0
5RI2550000,"Pinion de exterior pentru automatizare poarta culisanta Life ACER 400, 600, 800,1200, 5RI2550000",242.99,231.0
5RI2730000,"Transformator de curent compatibil cu automatizarile LIFE ACER, 5RI2730000",249.99,227.0
5RI2330000,Encoder Life pentru automatizari Acer 5RI2330000,249.99,227.0
YK-BAR-IND1(V2),"Detector de bucla inductiva cu un canal si doua relee, YK-BAR-IND1(V2)",252.99,240.0
YK-BAR-SBM,Suport mobil de brat pentru bariere,254.99,245.0
G75-5,"Carucior in 5 role pentru feronerie, poarta autoportanta in consola, 600kg, G75-5",259.99,239.0
MSMART20 H0W01,"Automatizare ventilatie, cu lant, pentru geamuri batante, Comunello Smart 20, 230V, Forta de impingere 200N, Alba, MSMART20 H0W01",259.99,252.0
VIRO-V06 B,Yala verticala aplicata si cilindru pentru porti batante VIRO-V06,260.99,248.99
5RI2150100,"Transformator pentru automatizari Life Optimo2, 24V, 5RI2150100",269.99,246.0
SUD2,Suport mobil brat de bariera LIFE SUD2,269.99,252.0
MSMART20 H0G01,"Automatizare ventilatie, cu lant, pentru geamuri batante, Comunello Smart 20, 230V, Forta de impingere 200N, Gri, MSMART20 H0G01",269.99,252.0
MP00E003H0000,"AF 960 Unitate de control pentru 2 automatizari instalate pe acelasi geam, Comunello MP00E003H0000",272.99,252.0
5RI2150000,"Piesa de schimb transformator OPTIMO2, 5RI2150000",273.99,248.0
MA00MC55N0G00,"Brat cu cremaliera Comunello A550 MECH, compatibil cu automatizarea AIRWIN A65 24V, 550mm, MA00MC55N0G00",278.99,260.0
MX00AU03H0W00,"MCU Unitate de control pentru 1 motor, fara receiver, compatibila cu Comunello MOWIN, MX00AU03H0W00",285.99,265.0
MSMART20 L0W01,"Automatizare ventilatie, cu lant, pentru geamuri batante, Comunello Smart 20, 24V, 0.9A, Alba, MSMART20 L0W01",289.99,279.0
1722B3,Grup transmisie LINEAR 24 King Gates,291.99,239.0
MP00X003H0000,"AF 950 Modul de comanda locala pentru automatizari ferestre Comunello MOWIN, 230V, 5A, IP44, MP00X003H0000",292.99,269.0
MSMART20 H0B01,"Automatizare ventilatie, cu lant, pentru geamuri batante, Comunello Smart 20, 230V, Forta de impingere 200N, Neagra, MSMART20 H0B01",298.99,263.0
TRA060,"Transformator compatibil cu automatizarile de poarta batanta KING GATES LINEAR, 24V, TRA060",299.99,285.0
5RI3520000,"Angrenaj motor Optimo 3 Sky Line, 5RI3520000",299.99,272.0
VZ-MS04-B,Radar cu microunde pentru usi,299.99,264.0
ACS-126R,Set receptor + 2 telecomenzi distanta 500 metri 2 canale ACS-126R,299.99,283.0
5RI1450000,"Motor de schimb pentru automatizarea Life ARMOR, 5RI1450000",303.99,289.0
MSMART20 L0B01,"Automatizare ventilatie, cu lant, pentru geamuri batante, Comunello Smart 20, 24V, 0.9A, Neagra, MSMART20 L0B01",303.99,283.0
MX00AR02N0T00,"WS Senzor de vant si de soare, transparent, compatibil cu automatizarile Comunello MOWIN, MX00AR02N0T00",309.99,292.0
MX00AR01N0G00,"RS Senzor de ploaie, compatibil cu automatizarile de geam Comunello MOWIN, MX00AR01N0G00",309.99,292.0
MX00AR01N0T00,"RS Senzor de ploaie, transparent, compatibil cu automatizarile de geam Comunello MOWIN, MX00AR01N0T00",309.99,292.0
MX00AR02N0G00,"WS Senzor de vant pentru automatizarea de geam Comunello MOWIN, MX00AR02N0G00",309.99,292.0
5RI0900000,"Ax melcat cu angrenaj inclus pentru automatizari OPTIMO3, 5RI0900000",309.99,309.0
SUM1,"Arc de echilibrare pentru barierele LIFE de 3 metri si 4 metri, SUM1",313.99,289.0
VZ-FC03,Tastatura de programare aplicata,316.99,305.0
COM501MHS,Selector functii rotativ pentru automatizari glisante Ditec COM501MHS,323.99,307.0
172397,"Deblocator pentru deschidere din aluminiu, cu cheie, compatibil cu Dynamos 24/1000, King Gates, 172397",324.99,309.0
MA00MC75N0G00,"Brat cu cremaliera Comunello A750 MECH, compatibil cu automatizarea AIRWIN A65 230V, 750mm, MA00MC75N0G00",324.99,304.0
G65-8,"Carucior in 8 role pentru feronerie poarta autoportanta in consola 500Kg, G65-8",333.99,304.0
MCS01,Unitate de comanda pentru semafor 2 culori MS01-230V Motorline MCS01,349.99,329.0
COM501MKS,Selector rotativ cu cheie pentru automatizari glisante Ditec COM501MKS,359.99,339.0
MSMART20 L0G01,"Automatizare ventilatie, cu lant, pentru geamuri batante, Comunello Smart 20, 24V, 0.9A, Gri, MSMART20 L0G01",369.99,337.0
COMK,"Selector de programe cu cheie pentru automatizari, IP44, SPRINT DITEC, COMK",379.99,370.0
TLHTC1-24-G,"Semafor Verde, 1 lumina LED, 24V, TLHTC1-24-G",389.99,333.0
TLHTC1-24-R,"Semafor Rosu, 1 lumina LED, 24V, TLHTC1-24-R",389.99,333.0
TLHTC1-24-Y,"Semafor Galben, 1 lumina LED, 24V, TLHTC1-24-Y",389.99,333.0
KATO253 24V/Gri,"Automatizare cu lant pentru geamuri batante, Trape 24V KATO253 24V/Gri",398.99,375.0
