Product,Price
"Alimentator de exterior 12V cu 2A Safer, SAF-12V2A-EXT","29 , 99 Lei"
"Modul RJ45 ecranat, Cat.6a, ISO/IEC 11801 AMD2, TOOLLESS LINE, Schrack, HSEMRJ6GWA","30 , 99 Lei"
"Alimentator 12V 2A Dahua, PFM320-EN-S","32 , 99 Lei"
"Switch 5 Porturi Dahua, 10/100Mbps, Plug and play, fara management, PFS3005-5ET-L-V2","32 , 99 Lei"
"Alimentator de exterior 12V- 2A Dahua, PFM300","32 , 99 Lei"
"Cablu UTP + Alimentare gata mufat 20 metri, UTPPOW20M","34 , 99 Lei"
"Incarcator retea Quick Charge SPACER, 20W, 1x port USB Type-C PD, SPAR-TYPECQ-01","34 , 99 Lei"
"Licenta Imou Protect Plus PLAN LUNAR, PROTECTPLUS1","34 , 99 Lei"
"Switch 5 porturi 10/100 Mbps, Hikvision, DS-3E0105D-E","35 , 99 Lei"
"Sina perforata cu profil omega 1115669, 2000mm, otel zincat galvanic","37 , 99 Lei"
"Alimentator 12V2A Dahua, PFM320D-EN","38 , 99 Lei"
"Sursa de alimentare in comutatie, 1.5 A, 12 V, Dahua, PFM320D-015","38 , 99 Lei"
"Brat de montaj camere de supraveghere exterior, metal, 30 cm lungime","39 , 99 Lei"
Sursa de alimentare de exterior IP 67 - 12V - 1.5Ah MEAN WELL LPH-18-12,"39 , 99 Lei"
"Incarcator retea SPACER, 18W, Interfata 1x USB Type C PD, 1x USB Quick Charge, SPAR-DUOQ-01","39 , 99 Lei"
"Alimentator camera supraveghere 12V 5A in comutatie, GLO-12V5A","40 , 99 Lei"
"Card memorie microSD 64GB pentru camere IP, Kingston CANVAS GO Plus, 170 Mbps, cu adaptor, U3, V30, SDCG3/64GB","42 , 99 Lei"
"Card stocare video Micro SD 64GB -V30, cu Adaptor - 92Mb/s, Hikvision HS-TF-C1STD-64G-A","43 , 99 Lei"
Switch 8 porturi 100MB/s Dahua PFS3008-8ET-L,"44 , 99 Lei"
"Suport de perete pentru camere de exterior bullet UNIVIEW, TR-WM06-C-IN","44 , 99 Lei"
"Conector IP20 RJ45G, Cat.6a, pentru AWG23, Schrack, HSISR6SI3A","45 , 99 Lei"
"Switch IMOU Ethernet cu 8 porturi RJ45, Plug and Play, 5VDC, 1A, LED, montare pe perete, SF108C","45 , 99 Lei"
Switch 5 porturi TP-Link SF1005D,"46 , 99 Lei"
"Suport de perete pentru camere, Dahua, rezistent la intemperii, PFB203W","48 , 99 Lei"
"Sursa de alimentare in comutatie 24V 5A, Safer SAF-39PA","48 , 99 Lei"
Distribuitor alimentare CCTV 8 canale 6AH cu filtrare,"49 , 99 Lei"
"Router wireless, 4 porturi, Wi-Fi 300 Mbps, 2.4 GHz, 2 antene externe 5 dBi, Imou, HR300","49 , 99 Lei"
"Cablu UTP + Alimentare gata mufat 30 metri, UTPPOW30M","49 , 99 Lei"
"Sursa de alimentare in comutatie, 4.2 A, 12 V, eficienta 85%, POS Power, POS-50-12-C2","49 , 99 Lei"
"Card de memorie SD 128Gb Kingston Clasa 10, SDCS/128GB","50 , 00 Lei"
"Sursa de alimentare Safer YDS5V-6A, 5V, 6A, 30W, LED","51 , 99 Lei"
"Sursa de alimentare 12 V, 10 Ah, 120 W, eficienta 88% SAF-ADZ120-C8","52 , 99 Lei"
"Sursa de alimentare SAF-ADZ60-C4, 12 V, 5 Ah, 60 W, eficienta 88%","52 , 99 Lei"
Set transmisie ePOE 400m-1000m over coaxial Dahua LR1002,"53 , 99 Lei"
Alimentator compatibil DVR / NVR Hikvision 12V - 5Ah,"53 , 99 Lei"
"Switch cu 5 porturi Gigabit, 5VDC, Plug and Play, Dahua PFS3005-5GT-L-V2","53 , 99 Lei"
"Sursa de alimentare in comutatie, 12V, 3A, Mean Well, LRS-35-12","54 , 99 Lei"
Card de memorie pentru stocare video Micro SD 128 GB Clasa 10 Dahua TF-C100/128GB,"55 , 99 Lei"
"Sursa de alimentare in comutatie, 12V, 4.2A, Mean Well, LRS-50-12","56 , 99 Lei"
"CARD MicroSD ADATA 128GB Clasa 10 cu adaptor, AUSDX128GUICL10A1-RA1","57 , 99 Lei"
"Sursa de alimentare 24V/1.5A, montaj pe sina DIN, Safer SAF-24-DIN1.5","58 , 99 Lei"
"Sursa de alimentare in comutatie, 3.2 A, 24 V, eficienta 85%, POS Power, POS-75-24-C2","59 , 99 Lei"
"Cablu de retea UTP, Cat5e, CCA, 100 metri, Safer, SAF-CAT5EUN922I-U-100M-CCA","59 , 99 Lei"
Pachet 10 alimentatori 1Ah pentru camere de supraveghere alim1ax10,"59 , 99 Lei"
"Alimentator 12V - 5A cu 4 iesiri, SAF-60-12-4CH","59 , 99 Lei"
"Switch 5 porturi Gigabit, Hikvision, DS-3E0505D-E","61 , 99 Lei"
"Router wireless, 4 porturi, 2.4 GHz, 300 Mbps, 2 antene externe, Dahua, DH-N3","62 , 99 Lei"
"Sursa de alimentare in comutatie, 6 A, 12 V, eficienta 85%, POS Power, POS-75-12-C2","62 , 99 Lei"
"Switch 5 porturi 10/100/1000Mbps Tp-Link LS1005G, 3.7W, Plug and Play","63 , 99 Lei"
"Switch cu 5 porturi Gigabit, 5VDC 1A, Plug and Play, Dahua PFS3005-5GT-V2","64 , 99 Lei"
"Sursa de alimentare Mean Well HDR-15-12, 12V, 1.25A, 15W, montare pe sina DIN","64 , 99 Lei"
"Solid State Disk (SSD) - 120 GB ADATA 2.5"", SATA III, ASU650SS-120GT-R","64 , 99 Lei"
