SKU,Name
PP6U-0.5M/BK,"Patchcord UTP, 0.5 metri, negru, CAT6, PP6U-0.5M/BK"
SFTP6A-0.25M,"Patchcord S/FTP Cat 6A, 0.25M, Gri, SAFER, SFTP6A-0.25M"
SFTP6A-0.25M-R,"Patchcord S/FTP Cat 6A, 0.25M, Rosu, SAFER, SFTP6A-0.25M-R"
SFTP6A-0.25M-BL,"Patchcord S/FTP Cat 6A, 0.25M, Negru , SFTP6A-0.25M-BL, SAFER"
PP6U-1M/B,"Patchcord retea CAT6 1M, Albastru, PP6U-1M/B"
SP-PT-CAT5-2M-BK,"Patch cord UTP Spacer, Cat5e, 2 m, negru, SP-PT-CAT5-2M-BK"
CP2033U,"Patchcord, Cat6, cupru-aluminiu, 1 m, negru, AWG24, LogiLink, CP2033U"
SFTP6A-1M,"Patchcord S/FTP Cat 6A, 1 Metru, Gri, SAFER, SFTP6A-1M"
SFTP6A-1M-G,"Patchcord S/FTP Cat 6A, 1 Metru, Verde, SFTP6A-1M-G, SAFER"
SFTP6A-1M-B,"Patchcord S/FTP Cat 6A, 1 Metru, Albastru, SFTP6A-1M-B, SAFER"
SFTP6A-1M-R,"Patchcord S/FTP Cat 6A, 1 Metru, Rosu, SFTP6A-1M-R, SAFER"
SFTP6A-1M-Y,"Patchcord S/FTP Cat 6A, 1 Metru, Galben, SFTP6A-1M-Y, SAFER"
CP2032U,"Patchcord retea, CAT6, 1M, Gri, Logilink, CP2032U"
PP12-5M/Y,"Patchcord UTP Cat5e, lungime 5m, din cupru-aluminiu, galben, Gembird PP12-5M/Y"
PP6U-2M/BK,Patch cord UTP Gembird Cat6 negru PP6U-2M/BK
PP6U-2M/G,Patchcord retea CAT6 2M Verde PP6U-2M/G
SFTP6A-2M-G,"Patchcord S/FTP Cat 6A, 2 Metri, Verde , SFTP6A-2M-G, SAFER"
SFTP6A-2M-Y,"Patchcord S/FTP Cat 6A, 2 Metri, Galben , SFTP6A-2M-Y, SAFER"
SFTP6A-2M-R,"Patchcord S/FTP Cat 6A, 2 Metri, Rosu , SFTP6A-2M-R, SAFER"
SFTP6A-2M,"Patchcord S/FTP Cat 6A, 2 Metri, Gri, SFTP6A-2M, SAFER"
SP-PT-CAT5-5M-BK,"Patchcord retea, CAT5e, 5M, negru, cupru-aluminiu, AWG26, Spacer, SP-PT-CAT5-5M-BK"
PP6U-5M/G,Patchcord retea CAT6 5M verde PP6U-5M/G
SP-PT-CAT5-5M-G,"Patch cord  UTP Cat5e, Spacer SP-PT-CAT5-5M-G"
PP6U-5M,Patchcord retea CAT6 5M Gri PP6U-5M
PP6U-5M/R,Patchcord retea CAT6 5M Rosu PP6U-5M/R
PP6U-3M/R,"PATCHCORD UTP CAT 6E 3M ROSU, PP6U-3M/R"
PP6U-3M,"Patchcord retea CAT6 3M Gri, PP6U-3M"
SFTP6A-3M-Y,"Patchcord S/FTP Cat 6A, 3 Metri, Galben, SFTP6A-3M-Y, SAFER"
SFTP6A-3M-R,"Patchcord S/FTP Cat 6A, 3 Metri, Rosu , SFTP6A-3M-R, SAFER"
SFTP6A-3M,"Patchcord S/FTP Cat 6A, 3 Metri, Gri , SFTP6A-3M, SAFER"
SFTP6A-3M-G,"Patchcord S/FTP Cat 6A, 3 Metri, Verde, SFTP6A-3M-G, SAFER"
PP6U-10M/Y,"Patchcord retea CAT6 10M Galben, PP6U-10M/Y"
PP6U-10M/R,Patchcord retea CAT6 10M Rosu
SFTP6A-5M-B,"Patchcord S/FTP Cat 6A, 5 Metri, Albastru , SFTP6A-5M-B, SAFER"
SFTP6A-5M-BL,"Patchcord S/FTP Cat 6A, 5 Metri, Negru , SFTP6A-5M-BL, SAFER"
SFTP6A-5M-R,"Patchcord S/FTP Cat 6A, 5 Metri, Rosu , SFTP6A-5M-R, SAFER"
SFTP6A-5M-Y,"Patchcord S/FTP Cat 6A, 5 Metri, Galben , SFTP6A-5M-Y, SAFER"
SFTP6A-5M,"Patchcord S/FTP Cat 6A, 5 Metri, Gri , SFTP6A-5M, SAFER"
SFTP6A-5M-G,"Patchcord S/FTP Cat 6A, 5 Metri, Verde , SFTP6A-5M-G, SAFER"
PP6U-10M,"Patchcord retea CAT6 10M Gri, PP6U-10M"
UTPPOW10M,"Cablu UTP + Alimentare gata mufat 10 metri, UTPPOW10M"
PP6U-1M/BK,"Patchcord retea CAT6 1M, Negru, PP6U-1M/BK"
C5,"Cablu splitter alimentare 5 iesiri TATA, C5"
CABALIM1M,"Cablu alimentare calculator, UPS, monitor, sursa, lungime 1.2M, CABALIM1M"
CCM1,"Cablu comunicare - IP150+, pentru sisteme de alarma paradox, CCM1"
HARDWIRE-KIT-MINI,"Kit adaptor pentru alimentarea camerei de bord MINI, DDPAI HARDWIRE-KIT-MINI"
MYYUP2X0.5,"Cablu alimentare camere plat 2x0.5 mm, MYYUP2X0.5"
MYYUP2X0.75,"Cablu alimentare camere plat 2x0.75, MYYUP2X0.75"
CU-MYYUP2X0.75,Cablu alimentare camere plat cu miez de cupru 2x0.75 100m CU-MYYUP2X0.75
MYYUP2X1,"Cablu alimentare camere plat 2x1 myy-up, MYYUP2X1"
MYYM2X0.75,"Cablu de alimentare flexibil Myym 2 x 0,75mm, rola 100 metri MYYM2X0.75"
MYYM2X1,Cablu MyyM 2 x 1 mm 100 metri/Rola MYYM2X1
MYYUP2X1.5,"Cablu de alimentare plat, 2 x 1.5, MYYUP2X1.5"
MYYM3X0.75,"Cablu flexibil Myym 3 x 0,75mm, rola 100 metri"
MYYM3X1,Cablu MYYM 3x1mm 100m/rola
MYYM2X1.5,"Cablu de alimentare flexibil Myym 2x1,5 mm, MYYM2X1.5"
MYYM4X1,"Cablu MYYM CCA 4x1mm 100m/rola, MYYM4X1"
CYYF2X1.5,"Cablu electric ignifug CYY-F 2 x 1,5mm, lungime 100 metri, cupru"
MYYM3X1.5,"Cablu de alimentare flexibil Myym, rola 100m, 3x1,5 mm"
MYYM2X2.5,"Cablu flexibil de alimentare myym 2x2,5 mm rola 100m"
MYYM3X1.5-CU ALB,"Cablu de alimentare flexibil cu fire de cupru, Myym 3x1,5 mm, ALB"
CYYF3X1.5,"Cablu ignifug CYY-F 3 x 1,5mm Rola 100m"
MYYM5X1.5,"Cablu de tip MYYM 5x1,5, rola de 100m, CCA, MYYM5X1.5"
MYYM3X2.5,"Cablu de alimentare flexibil Myym 3 x 2.5mm, rola 100 metri MYYM3X2.5"
MYYM3X4,Cablu MYYM 3x4mm 100 metri per rola
CYYF3X4,"Cablu electric ignifug CYYF 3 x 4mm, rola 100 metri"
MYYM3X6,"Cablu flexibil Myym 3 x 6mm, rola 100 metri"
myyup2x1x10,10 role x cablu alimentare 100m camere supraveghere plat 2 x 1 mm
CYYF3X6,"Cablu ignifug CYYF 3 x 6 mm, rola 100 metri"
HDMI-ETHERNET-1.5M,"Cablu HDMI 1.4 19p cu transmisie Internet si video 4K, lungime 1.5m, HDMI-ETHERNET-1.5M"
HDMI-ETHERNET-ROSU(1.5M),"Cablu HDMI v1.4 ,19p cu transmisie Internet si video 4K, lungime 1.5m, HDMI-ETHERNET-ROSU(1.5M)"
HDMI-ECRANAT-1.5M,"Cablu HDMI 1.4 19p ecranat, 1.5m, HDMI-ECRANAT-1.5M"
2BNC10,"Cablu BNC 10 metri pentru camere de supraveghere, 2BNC10"
HDMI-ETHERNET-5M,"Cablu HDMI 1.4 19p ecranat, 5m, HDMI-ETHERNET-5M"
HDMI-ECRANAT-5M,"Cablu HDMI 1.4 ,19p ecranat, 5 m, HDMI-ECRANAT-5M"
CC-DP2-6,"Cablu video, monitor display port (T) la display port (T), rezolutie 4K, lungime 1.8m, CC-DP2-6"
KPO3869,"Cablu adaptor VGA, 15pini tata, 2 x 15 pini mama, KPO3869"
2BNC20,"Cablu camere supraveghere BNC + 1 Alimentare 20 m, 2BNC20"
A-HDMI-VGA-04,"Cablu adaptor de la HDMI Tata la VGA Mama, A-HDMI-VGA-04"
CADKLF-E01,Cablu HDMI 4K - 1 metru Baseus  Cafule CADKLF-E01
CADKLF-F01,Cablu HDMI 4K - 2 metri Baseus  Cafule CADKLF-F01
A-HDMI-VGA-03,Cablu adaptor de la HDMI Tata la VGA Mama + Jack Audio 3.5 mm
KPO3710-1.5,Cablu SVGA tata-tata 1.5 m KPO3710-1.5
CC-PPVGA-5M-B,CABLU video VGA Tata - Tata 5 metri
CC-PPVGA-10-B(3M),"Cablu VGA negru 3 metri, cu izolatie dubla si ferita premium, CC-PPVGA-10-B(3M)"
HDMI-ETHERNET-10M,Cablu HDMI 1.4 cu ethernet 10m HDMI-ETHERNET-10M
CADKLF-G01,Cablu HDMI 4K - 3 metri Baseus  Cafule CADKLF-G01
CC-DP-HDMI-3M,Cablu Monitor DisplayPort la HDMI 3 metri CC-DP-HDMI-3M
HDMI-ETHERNET-1.5MHQ,"Cablu HDMI 1.4 19p-19p, cu Ethernet, 1.5m, Blister, HQ, HDMI-ETHERNET-1.5MHQ"
KM0330,"Cablu HDMI - lungime 3 metri, Kruger Matz KM0330"
CADKLF-H01,Cablu HDMI 4K - 5 metri Baseus  Cafule CADKLF-H01
DSW-HDMI-34,Switch HDMI 3 IN la 1 OUT cu telecomanda
CAHUB-BC0G,Switch HDMI 1IN X 2OUT 4K Baseus CAHUB-BC0G
KPO3830-1.8,Cablu HDMI tata - HDMI Tata 1.8M Platinum
KOM0846,"Adaptor de la VGA la HDMI, intrare audio Jack 3.5mm, compatibilitate FULL HD"
DSP-2PH4-03,"Splitter video 2 HDMI, DSP-2PH4-03"
KPO3710-10,"Cablu S VGA tata-tata cu lungimea de 10 metri,  KPO3710-10"
KOM0993,"Adaptor USB 3.0 TATA la HDMI MAMA, KOM0993"
KPO3710-15,"Cablu VGA pentru monitor, tata-tata, 15m, SVGA KPO3710-15"
GVS122,SPLITTER video VGA -1 X IN - 2 X OUT
KOM0982,Convertor HDMI mama RCA CVBS + Audio KOM0982
ZLA0431,SWITCH HDMI 4 INTRARI 1 IESIRE
KPO3703-15,Cablu HDMI - HDMI lungime 15 metri
AV-HDMI-CONVERTER,Convertor audio / video de la AV la HDMI 1080P
KM1206,"Cablu HDMI 2.0 4K @ 60Hz, Basic,  KM1206"
DSP-4PH4-02,Splitter HDMI 4K - 1 In / 4 Out
HDMI-EX-4,"HDMI Extender pe cablu FTP, 40 metri, HDMI-EX-4"
VGA-KVM-EXT,"Extender VGA + USB pe cablu de retea 100m, UTP CAt5e/Cat6 VGA KMW Extender"
SAF-KVM,"Extender HDMI (1080P) + USB over IP Signal 100m, UTP, multicast SAF-KVM"
KMV EXT 4K,HDMI (4K) - USB extender pe cablu UTP - KMV EXT 4K
HDMI-EXT50-WIFI,HDMI Extender WIFI 50 Metri dual band 1080P
380 F/P,"Opritor aplicat zincat pentru porti batante PICOLO, 380 F/P"
380F,Opritor mecanic inalt incastrat
380 F/G,"Opritor mecanic pentru porti batante Combi Arialdo GRANDE, 380 F/G"
AREF,Suport fixare pentru fotocelule VISIO LIFE si control acces WI
382P,"Opritor mecanic cu cauciuc, 382P"
WBK-401-1-24,"Set receptor radio si telecomanda 24V automatizari porti 1 canal, WBK-401-1-24"
FTG180,Fotocelule de siguranta pentru automatizarile Linomatik FTG180
LINO-LAMP,Lampa semnalizare pentru automatizari de porti LED 230V
P5200,"Set fotocelule LINOMATIK pentru automatizari de porti, P5200"
GDC2-Tuya,Releu wireless deschidere automatizare din telefon Tuya GDC2-Tuya
RH-GD02,Releu wireless deschidere automatizare din telefon Tuya RH-GD02
SUNLED 230V,Lampa automatizare de poarta 230V LIFE SUNLED ITALIA
SKANT,"Antena Life pentru automatizari de porti, Life, SKANT"
SPAMG208A00A,"Piston scurt pentru automatizari de poarta batante King Gates, SPAMG208A00A"
1722B9,Piston de schimb 1722B9 pentru LINEARK40024
5RI1370000,"Grup de pinioane compatibile cu automatizarea de poarta batanta Life Armor, 5RI1370000"
VIRO-V06,Yala verticala aplicata pentru porti batante VIRO-V06
1AH0170000,"Placa de baza pentru Optimo 2/ Armor, New, 24V, Life, 1AH0170000"
BRAT-OPTIMO2,Brat automatizare poarta batanta OPTIMO 2 BRAT-OPTIMO2
BRAT-OPTIMO3SKY,Brat automatizare poarta batanta OPTIMO 3 220v BRAT-OPTIMO3SKY
ESIM320-4G,Controler GSM 4G cu releu pentru deschidere porti prin apel telefonic / sms / aplicatie mobil Eldes ESIM320-4G
1AB0290000,Centrala de comanda automatizari porti batante 24V LIFE NEW
KC7101.160,Feronerie poarta armonica bifold max 5 metri
LINO400KIT-1,"Automatizare poarta batanta pana la 2x 3 metri sau 2x 300 kg, Kit complet cu telecomanda, 230v, Linomatik LINO400KIT"
OPTIMO2,"Kit automatizare poarta batanta 2x2 metri Life, OPTIMO2"
GKRM2200LB903,"Automatizare porti batante, pana la 2x2.25 metri, 2 x 220kg, Comunello RAM 220, 24V, GKRM2200LB903"
COUPERKIT24,"Automatizare pentru poarta batanta, pana la 2m, 400kg, 24V, IP44, KING GATES COUPERKIT24"
LINO600KIT-1,"Automatizare pentru poarta batanta 2x5 metri sau 2x300 kg, Linomatik LINO600"
GKRM3000HB903,"Automatizare pentru porti batante, pana la 2x3m, 2x400kg, 230V, Comunello RAM 300, GKRM3000HB903"
OPTIMO3 SKY,"Kit automatizare poarta batanta 2x3 Metri Life Optimo 3 Skyline, OPTIMO3 SKY"
MINIMODUSKIT24,"Automatizare poarta batanta cu brat articulat, pentru trafic mediu, KING GATES MINIMODUS, pana la 2x2 m sau 2 x 250 kg"
LINEARK50024,"Automatizare poarta batanta 2 x 4.5 metri sau 2 x 300kg, trafic intens, KING GATES LINEARK50024"
GKRM3000LB903,"Automatizare porti batante, pana la 2x3m, 2x400kg, Comunello RAM 300 24V, GKRM3000LB903"
GKRM5000HB901,"Automatizare porti batante, pana la 2x5m, 2x500kg, Comunello RAM 500 230V, GKRM5000HB901"
GKRM5000LB901,"Automatizare porti batante pana la 2x5m, 2x500kg, Comunello RAM 500 24V, GKRM5000LB901"
OPTIMO3 UNI,"Kit automatizare poarta batanta 2x3 metri Life, OPTIMO3 UNI"
GKCR220MLB903,"Automatizare pentru poarta batanta 2x2.2m, brat articulat, Comunello Condor 220, 24V"
KIT ARMOR,Kit automatizare poarta batanta brat articulat Life KIT ARMOR
GKCR220LLB920,"KIT Automatizare cu brat articulat pentru porti batante pana la 2x250kg, Comunello Condor 220, motoare pe 24V, GKCR220LLB920"
OPTIMO5,Kit automatizare poarta batanta 2x5 metri Life Optimo5
GKAS300MEH900,"Automatizare porti batante 2x3m / 2x400Kg Comunello Abacus 300, 230V, Encoder performant, Kit complet, GKAS300MEH900"
GKAS500EHB903,"Automatizare pentru porti batante 2x5m / 2x500kg Comunello Abacus 500, 230V, Kit complet, 230V, GKAS500EHB903"
SINUO3,Automatizare batanta Life brat articulat 400KG pe canat
GKEE035EL0900A,"KIT automatizare porti batante, montaj ingropat, Comunello, EAGLE 24V, GKEE035EL0900A"
ER4 UNI,Automatizare montaj ingropat porti batante LIFE ERGO ER4 UNI
MIX10COMUNELLO,Pachet 10 automatizari Comunello MIX 10
CAVRN3,Distantier cu surub pentru cremaliera metalica CAVRN3
ROLA P,"Rola de ghidaj superioara pentru sisteme de culisare, din teflon ROLA P"
EC75,"Rola de capat cu protectie din cauciuc, fixare cu surub pentru sina C75, EC75"
CRM4,"Cremaliera insertie metalica 1m pentru porti culisante, CRM4"
CRMACC,"Cremaliera metalica zincata, lungime 1m, Grosime 10mm, pentru automatizari culisante, CRMACC"
FI80UI,"Rola incastrabila profil U Fi80 culisare la sol, culoare neagra"
FI80VA,"Rola aplicata profil V Fi80 culisare la sol, culoare neagra"
SUNLED 24V,Lampa automatizare de poarta 24V LIFE SUNLED ITALIA
4KREMPVC,Set 4 cremaliere insertie metalica
K1/ID101,Placa de baza pentru automatizari culisante LINOMATIK K1/ID101
1AH0160000,"Placa de baza automatizare culisanta, LIFE ACER RG1R DL 1AH0160000"
KA8103.001,Accesorii feronerie culisare 90 de grade pentru fiecare foaie
KA5100.004,"Feronerie poarta culisanta telescopica 2x2 metri 300KG, 600 kg si 4m in total, compatibila cu automatizari culisante, FAC KA5100.004"
KA8103.100,Set feronerie culisare 90 de grade curba 1M
KA5100.008,Feronerie poarta culisanta telescopica 2X4 metri 300KG
KA5100.0011,"Kit accesorii feronerie, pentru poarta culisanta telescopica, 2X5.5 metri, 400kg per semifoaie"
KA5102.002,"Kit accesorii feronerie pentru poarta culisanta telescopica 3X2 metri, 200kg/semifoaie, Deschidere 6m, FAC KA5102.002"
SLIDE6KIT-N,Automatizare poarta culisanta 600KG Linomatik SLIDE6-N
SLIDE6KIT-NCP,Kit automatizare poarta culisanta 600 Kg Linomatik Slide6+ 4 metri cremaliera cu insertie metalica SLIDE6KIT-NCP
ACER400,"Kit automatizare poarta culisanta 400 Kg LIFE Acer, ACER400"
SLIDE10KIT-N,Automatizare poarta culisanta 1000KG Linomatik SLIDE10-N
Kitacer4,"Automatizare poarta culisanta Life cu 4 metri cremaliera, Kitacer4"
GKFT040ELB000A,"Kit pentru automatizare poarta culisanta Comunello Fort 400 24V, 2 telecomenzi, placa de comanda HP, GKFT040ELB000A"
SLIDE6KIT-CM,Kit automatizare poarta culisanta 600 Kg Linomatik + 4 metri cremaliera metalica
ACER600,"Kit automatizare poarta culisanta 600 Kg LIFE Acer, ACER600"
DYKIT24/400,"Automatizare de poarta culisanta 400KG, 24V, Uz intensiv, King Gates"
KITFORT400CRM,"Automatizare pentru poarta culisanta, Comunello Fort 400 + 4 metri cremaliera"
GKFT050GHB903A,"Automatizare porti culisante, pana la max 500kg, Comunello FORT 500, 230V, GKFT050GHB903A"
GKFT060ELB000A,"Automatizare pentru poarta culisanta de pana la 600kg, Motor 24V, Comunello Fort 600 GKFT060ELB000A"
DYKIT24/600,"Automatizare de poarta culisanta 600KG, 24V, Uz intensiv, King Gates"
DYKIT24/400+4MPVC,"Kit automatizare poarta culisanta 400 kg, uz intens + 4 metri cremaliera insertie metalica"
KITACER600,Kit automatizare poarta culisanta 600 Kg LIFE Acer + cremaliera
DYKIT24/400+4CM,"Kit automatizare poarta culisanta 400 Kg, uz intens + 4 metri cremaliera de metal DYKIT24/400"
KITFORT500CRM,Kit automatizare Comunello Fort 500 cu accesorii si 4 metri cremaliera
ACER800,Kit automatizare poarta culisanta 800 Kg LIFE Acer800
GKFT080ELB000A,"Automatizare pentru poarta culisanta 800 KG, Comunello Fort 800 24V"
SLIDE15KIT-N,Automatizare poarta culisanta 1500KG Linomatik SLIDE15-N
DYKIT24/600+4CM,"Kit automatizare poarta culisanta 600 kg, uz intens + 4 metri cremaliera de metal DYKIT24/600+4CM"
GKFT100ELB000A,"Automatizare culisanta, suporta pana la 1 Tona, Motor 24V, Comunello Fort 1000, GKFT100ELB000A"
GKFT080EHB000A,"Automatizare pentru poarta culisanta 800 KG, Comunello Fort 800 230 VAC, GKFT080EHB000A"
ACER1200,Automatizare poarta culisanta 1200Kg LIFE
GKFT100EHB000A,"Automatizare poarta culisanta pentru porti de pana la 1000kg, Comunello FORT 1000 230V"
KITFORT1000METAL,"Kit pentru automatizare poarta cu accesorii si 4 metri cremaliera metalica, Comunello Fort 1000 24V"
DYKIT24/1000,"Automatizare de poarta culisanta 1000KG, 24V, Uz intensiv, King Gates DYKIT24/1000"
DY-KIT230/1000,"Automatizare pentru poarta culisanta King Gates DYNAMOS 1000kg 230V, DY-KIT230/1000"
GKFT150EHB000A,"Automatizare poarta culisanta, 1500 kg, 230V, Comunello FORT 1500, GKFT150EHB000A"
DYKIT24/1000+4CM,"Automatizare de poarta culisanta 1000 kg, uz intensiv, 24 V, KING GATES"
ACER1500,Automatizare de poarta culisanta 1500Kg LIFE ACER1500
KITPOARTA400,Kit automatizare poarta autoportanta in consola complet pentru 400 KG
DYNAMOSXL1800KIT,"Automatizare de poarta culisanta pentru trafic intens 1800 KG, King Gates Dynamos XL"
KITPOARTA500,Kit automatizare poarta autoportanta in consola complet pentru 500 KG
DY-XL2500X2,Automatizare poarta culisanta industriala 2500KG King Gates DYNAMOS 2500 XL
CAPATSINAC65,Capat sina C65
EC65,"Capat din metal galvanizat pentru sina C65, EC65"
AP60-65,"Placa de montaj ajustabila, compatibila cu carucioarele din kitul C65H si C65H+, AP60-65"
AP75,"Placa de montaj ajustabila compatibila cu C75, G75-8, AP75"
PLACA2ROL,Placa de ghidaj superioara 2 role
HC65,Opritor zincat pentru sina C65 feronerie autoportanta in consola
ER75,"Rola de sustinere, (21/75) pentru C75 galvanizat"
ER65,Rola de sustinere pentru sina C65
HC75,"Opritor capat de cursa inferior, galvanizat HC75"
GS85-2,"Ghidaj superior 2 role, GS85-2"
GS85-4,Consola ghidaj superior 4 role GS85-4
G65-5,"Carucior in 5 role, pentru feronerie, poarta autoportanta in consola, G65-5"
G75-5,"Carucior in 5 role pentru feronerie, poarta autoportanta in consola, 600kg, G75-5"
G65-8,"Carucior in 8 role pentru feronerie poarta autoportanta in consola 500Kg, G65-8"
G75-8,"Carucior cu 8 role pentru feronerie de poarta culisanta autoportanta, Gauri reglabile, 750Kg, G75-8"
SINA 6M,"Sina C65 6 metri galvanizata pentru porti autoportante, SINA 6M"
SINA C75,"Sina C75 6 metri, SINA C75"
C65H,"Feronerie poarta culisanta autoportanta in consola 400Kg, sina 6m galvanizata C65H"
PROMOKITC65,Kit feronerie autoportanta 400KG cu ghidaje suplimentare
C65H+,"Feronerie poarta culisanta autoportanta in consola 500Kg, C65H+"
C65H+G,Kit feronerie poarta autoportanta 500Kg cu console superioare suplimentare
C75/5,"Feronerie poarta culisanta autoportanta in consola, galvanizata, metal rezistent, 550KG, C75/5"
C75/8,"Feronerie poarta culisanta autoportanta in consola 600KG, sina 6m Galvanizata, C75/8"
25-2080U,"Rola culisanta, profil U, 25-2080U"
25-2080Y,"Rola culisanta, profil V, 25-2080Y"
FI80UA,"Rola aplicata profil U Fi80 culisare la sol, culoare neagra"
427/80,Rola incastrabila profil V Fi80 culisare la sol
FI80VI,"Rola incastrabila profil V Fi80 culisare la sol, culoare neagra"
412/80,"Roata profil V cu suport exterior FI80, 412/80"
SINAU2.9M,"Sina U, 2.90 metri aplicata pentru culisare la sol SINAU2.9M"
SINAU3M,"Sina U , 3 metri aplicata pentru culisare la sol"
906,"Sina V, 3 metri, aplicata, culisare la sol"
25-017,"Sina profil V din otel galvanizat, 25-017 lungime 5.8m, 25-017"
MANER,"Maner usa de garaj, dublu"
KITPIETONAL,Kit pietonal pentru usa de garaj sectionala KITPIETONAL
UsaMaro,Usa de garaj sectionala Maro 2220 x 2500
Usa2000,Usa de garaj sectionala ANTRACIT RAL 7016+ 2220 X 2500 Usa2000
Usa9006,Usa de garaj sectionala ARGINTIU RAL9006 2220 x 2500
UsaStejarAuriu,Usa de garaj sectionala Stejar Auriu L 2500 X H 2200
UsaMahon,Usa de garaj sectionala MAHON 2500x2200
UsaWenge,Usa de garaj sectionala Wenge 2500 X 2200
UsaNUC,Usa de garaj sectionala NUC (Stejar Inchis) 2500X2200
EXTSINA,Extensie sina 1M pentru automatizarile de garaj Linomatik
Lino 1SDPROT,"Protectie usa pietonala, Linomatik, Lino 1SDPROT"
Lino 2SDPROT,"Protectie usa pietonala, Linomatik, Lino 2SDPROT"
Lino WIFI,"Modul Wi-Fi universal cu USB, pentru automatizari de usi de garaj, Linomatik, Lino WIFI"
DOOR6N,"Automatizare de usa de garaj 10 Mp, 80 Kg LINOMATIK DOOR6N"
ELEVOKIT620R13,"Automatizare usa garaj 620N ridicare 2,45 m King Gates Elevo ELEVOKIT620R13"
DOOR10N,"Automatizare usa de garaj 15mp 100kg Linomatik, DOOR10N"
DOOR12N,Automatizare usa de garaj 18mp 130kg Linomatik DOOR12N
ELEVOKIT1000,"Automatizare usa garaj 1000N ridicare 2,45 m King Gates Elevo"
ROLLSK1200.02,"Automatizare usa de garaj, pentru o usa de 2.45m 1200N KING GATES ROLLSK1200.02"
PR100 XL,Automatizare usa de garaj LIFE PROBO PR100 XL
PR120 XL,"Automatizare LIFE pentru usi de garaj sectionale sau basculante, pana la 16m², IP40, PROBO PR120 XL"
GKRT060BLW000A,"Automatizare usa de garaj, 7 mp, 110 Kg, Comunello RAMPART 600, GKRT060BLW000"
GKRT100BLW000,"Automatizare usa de garaj Comunello, 11mp, 210kg, RAMPART 24V 1000 GKRT100BLW000"
VIS,Automatizare usa de garaj industriala LIFE VIS
BAT0194,Baterie CR2016 pentru telecomenzi REBEL EXTREME BAT0194
BAT0068B,Baterie LR27 pentru telecomenzi automatizare de poarta motorline
BAT0196,"Baterie CR2032  pentru telecomenzi automatizari de porti LIFE DREAM, MULTI 2120, SAFER 2128."
BAT0061B,"Baterii alcaline 1.5V AA-LR6 / BLISTER, 4 baterii in SET, BAT0061B"
PH-CR1220/00B,"Baterie CR1220 Phillips, blister 1 bucata"
VAR-LR23,"Baterie alcalina pentru telecomenzi LIFE, Varta 12V LR23A"
PH-CR2450-10B,"Baterie Lithiu CR2450 Blister 1 BUC PHILIPS, PH-CR2450-10B"
YK-BAR-TC(V2),Telecomanda suplimentara pentru bariera YLI
PIL0402,Telecomanda automatizare Beninca - Compatibila
PIL0400,"Telecomanda compatibila Ditec, Nice Flor-s, V2"
STYLO4K,Telecomanda 4 butoane KING GATES - STYLO 4K
GVCTR2STN0G00,"Telecomanda 2 canale, Rolling code, 433.92 Mhz, pentru automatizari Comunello, VICTOR 2 RC, GVCTR2STN0G00"
DREAM,"Telecomanda 2 butoane LIFE, DREAM"
DREAM04,"Telecomanda 4 butoane automatizari de porti LIFE, DREAM04"
UR01,"Receptor radio pentru telecomenzi Linomatik, 433.92 MHZ 12 V/24 V"
MAXI02-BLUE,"Telecomanda pentru automatizari de poarta Life cu 2 taste, MAXI02-BLUE"
MAXI02-BROWN,Telecomanda pentru automatizari LIFE MAXI02-BROWN
RC06,"Telecomanda cu 3 butoane pentru automatizari, compatibila cu UR01, RC06"
BRAVO2,Telecomanda clona pentru automatizarile LIFE BRAVO2
LINO4TR,"Telecomanda 4 butoane, pentru automatizare de poarta, LINOMATIK LINO4TR"
MAXI04-BLUE,"Telecomanda pentru automatizari de poarta Life cu 4 taste, MAXI04-BLUE"
ACS-RC09,Telecomanda pentru receptorul de 500 Metri 2 canale
FIDO2,"Telecomanda 2 butoane pentru automatizari Life, FIDO2"
WBK-401-2-12/24,"Set radiocomanda cu un receptor si o telecomanda, WBK-401-2-12/24"
TO.GO2VA,"Telecomanda 2 Butoane Beninca TO.GO2VA, frecventa 433,92 Mhz"
PTX4P1I,Telecomanda 4 butoane automatizari Proteco PTX4P1I
TO.GO4VA,Telecomanda 4 Butoane Beninca TO.GO4VA
WHYEVOV10-R,"Telecomanda universala pentru automatizari cod saritor sau fix V10 WHY EVO, Rosie, WHYEVOV10-R"
TO.GO2AK,"Telecomanda automatizare porta cu 2 butoane, Beninca TO.GO2AK"
WHYEVOV10-B,Telecomanda universala Why Evo pentru automatizari de porti
Lino UR03,"Receptor telecomenzi Linomatik, un canal, 433.92Mhz"
Lino4RC,"Telecomanda cu 4 butoane, 433.92, Tehnologie Rolling Code, compatibila cu automatizarile Linomatik, Lino4RC"
Lino5TR,"Telecomanda cu afisaj unidirectional, 4 butoane, 433.92MHz, Rolling Code, pentru automatizarile Linomatik, Lino5TR"
Lino2SUN,"Telecomanda cu agatatoare pentru parasolar, 2 butoane, Tehnologie Rolling Code, 433.92MHz, Linomatik Lino2SUN"
Lino1SUN,"Telecomanda cu agatatoare pentru parasolar, 3 butoane, 433.92MHz, Tehnologie Rolling Code, Linomatik Lino1SUN"
WK02,"Tastatura wireless pentru automatizarile Linomatik 433.92Mhz, WK02"
