SKU,Name
RLC-520A,"Camera supraveghere IP Dome Reolink RLC-520A, 5MP, IR 30 m, 4 mm, microfon, detectie persoane/vehicule, slot card"
HWI-D121H-28C,"Camera supraveghere IP Dome Hikvision HiWatch HWI-D121H-28C, 2 MP, IR 30 m, 2.8 mm, PoE"
IPC-PDW3849-A180-E2-AS-PV-0280B,"Camera supraveghere exterior IP Dome Dahua WizSense TiOC Duo Active Deterrence IPC-PDW3849-A180-E2-AS-PV-0280B, 2 x 4 MP, 2.8 mm, lumina alba 20 m, IR 25 m, microfon, slot card, PoE"
DS-2CD2183G2-I28,"Camera de supraveghere IP Dome Hikvision Acusense DS-2CD2183G2-I28, 8 MP, 2.8 mm,  IR 30 m, PoE, slot card"
RLC-842A,"Camera de supraveghere IP Dome Reolink RLC-842A, 8 MP, IR 30 m, 2.7-13.5 mm, motorizat, PoE, zoom 5x, slot card, microfon, PoE"
ACV-IPDFC30-4M 2.0,"Camera supraveghere IP Dome Acvil Full Color ACV-IPDFC30-4M 2.0, 4 MP, lumina alba 15 m, 2.8 mm, microfon, PoE"
DS-2CD1343G2-I28,"Camera supraveghere IP Dome Hikvision DS-2CD1343G2-I28, 4 MP, IR 30 m, 2.8 mm, PoE"
DS-2CD2183G2-IU2,"Camera supraveghere IP Dome Hikvision AcuSense DS-2CD2183G2-IU-2.8MM, 8 MP, 2.8 mm, microfon, IR 30 m, PoE, slot card"
DS-2CD1743G0-IZC,"Camera supraveghere Dome IP Hikvision DS-2CD1743G0-IZC, 4 MP, IR 30 m, 2.8 - 12 mm, motorizata, slot card, PoE"
IPC-HDBW2841E-S-0280B-BLACK,"Camera supraveghere IP Dome Dahua WizSense IPC-HDBW2841E-S-0280B-BLACK 8 MP, 2.8 mm, IR 30 m,  PoE,  microfon, slot card,  negru"
DS-2CD2163G2-IU2,"Camera supraveghere IP Dome Hikvision AcuSense DS-2CD2163G2-IU2, 6 MP, IR 30 m, 2.8 mm, microfon, slot card, PoE"
DS-2CD2387G2-LSU/SL(2.8MM)(C),"Camera supraveghere IP Dome Hikvision ColorVu DS-2CD2387G2-LSU/SL(2.8MM)(C), 8 MP, 2.8 mm, lumina alba 30 m, PoE, slot card, microfon, stroboscop, sirena"
RLC-820A,"Camera supraveghere IP Dome Reolink RLC-820A, 4K, IR 30 m, 4 mm, microfon, detectie persoane/vehicule, slot card"
RLC-1224A,"Camera supraveghere IP exterior Dome Reolink RLC-1224A, 12 MP, lumina alba / IR 30 m, microfon, difuzor, slot card, PoE"
DS-2CD2387G2PLSUSL,"Camera supraveghere IP Dome Panoramic Hikvision ColorVu DS-2CD2387G2P-LSU/SL, 8 MP, 4 mm, lumina alba 30 m, unghi vizual 180 grade, PoE, slot card, microfon, sirena, stroboscop"
ACV-IPDFC30-2M 2.0,"Camera supraveghere IP Dome Acvil Full Color ACV-IPDFC30-2M 2.0, 2 MP, lumina alba 30 m, 2.8 mm, slot card, microfon, PoE"
DS2CD2367G2PLSU28C,"Camera supraveghere IP Dome Panoramic Hikvision ColorVu DS-2CD2367G2P-LSU/SL(C), 6 MP, 2.8 mm, lumina alba 30 m, PoE, unghi vizual 180 grade, slot card, microfon, sirena, stroboscop"
DS-2CD1121-I4F,"Camera de supraveghere IP Dome hikvision Hikvision DS-2CD1121-I4F  , 2MP, 30m, 4 mm"
DS-2CD2143G2-IU2,"Camera supraveghere IP Dome Hikvision AcuSense DS-2CD2143G2-IU2, 4 MP, 2.8 mm, IR 30 m, slot card, microfon"
DS-2CD2146G2H-ISU(2.8MM),"Camera supraveghere exterior IP Dome Hikvision AcuSense DarkFighter DS-2CD2146G2H-ISU, 2.8 mm, 4 MP, PoE, slot card, microfon"
DS-2CD2383G2-IU-28,"Camera de supravegehere IP Dome Hikvision Acusense DS-2CD2383G2-IU-28, 8 MP, 2.8 mm, IR 30 m, PoE, microfon, slot card"
DS-2CD2186G2-I28C,"Camera supraveghere IP Dome Hikvision AcuSense DarkFighter DS-2CD2186G2-I, 8 MP, IR 30 m, 2.8 mm, slot card, PoE"
DS-2CD1753G0-IZ,"Camera supraveghere IP Dome Hikvision DS-2CD1753G0-IZ, 5 MP, IR 30 m, 2.8 - 12 mm, motorizat, slot card, PoE"
DS-2CD2143G2-LSU28,"Camera supraveghere IP Dome AcuSense Hikvision Colorvu DS-2CD2143G2-LSU28, 4MP, 2.8 mm, LED 30 m, slot card, PoE"
DS-2CD2786G2-IZSC,"Camera supraveghere IP Dome Hikvision AcuSense DarkFighter DS-2CD2786G2-IZSC, 8 MP, IR 40 m, 2.8-12 mm, slot card, PoE"
DS-2DE2A404IW-DE3(C0)(S6),"Camera supraveghere IP Dome Hikvision DS-2DE2A404IW-DE3(C0)(S6), 4 MP, 2.8 - 12 mm, IR 20 m, PoE, slot card, microfon, motorizat"
DS-2CD1H53G0-IZC,"Camera de supraveghere IP Dome Hikvision DS-2CD1H53G0-IZC, 5 MP, 2.8 - 12 mm, IR 30 m, motorizat, PoE, slot card"
HWI-D149H-28(D),"Camera supraveghere IP Dome Hikvision HiWatch HWI-D149H-28(D), 4MP, IR 30 m, 2.8mm, PoE"
DS-2CD2763G2-IZS,"Camera Supraveghere IP Dome Hikvision AcuSense DS-2CD2763G2-IZS, 6 MP, 2.8-12 mm, PoE, slot card, motorizat"
DS-2CD2343G2-IU-28,"Camera supraveghere IP Dome Hikvision AcuSense DS-2CD2343G2-IU-28, 4 MP, IR 30 m, 2.8 mm, microfon, slot card, PoE"
DS-2CD2346G2-IU2C,"Camera supraveghere IP Dome Hikvision AcuSense DS-2CD2346G2-IU2C, 4 MP, IR 30 m, 2.8 mm, slot card, microfon, PoE"
IPC-HDBW1230R-ZS-2812-S5,"Camera supraveghere IP Dome Dahua IPC-HDBW1230R-ZS-2812-S5, 2 MP, IR 40 m, 2.8-12 mm"
HWI-D129H-28(D),"Camera supraveghere IP Dome Hikvision HiWatch HWI-D129H-28(D), 2MP, IR 30 m, 2.8 mm, PoE"
DS-2CD2543G2-IS28,"Camera supraveghere IP Mini Dome WiFi Acusense Hikvision DS-2CD2543G2-IS28, 4 MP, 2.8 mm, IR 30 m, PoE, slot card"
IPC-HDBW3849R1-ZAS-PV-27135,"Camera supraveghere IP Dome cu iluminare duala Dahua WizSense TiOC Active Deterrence IPC-HDBW3849R1-ZAS-PV-27135, 8 MP, 2.7 mm - 13.5 mm, lumina alba 40 m, IR 50 m, microfon, slot card, PoE"
DS-2CD1323G2-I28,"Camera supraveghere IP Dome Hikvision DS-2CD1323G2-I, 2 MP, 2.8 mm, IR 30 m, PoE"
DS-2CD2386G2-IU2C,"Camera supraveghere IP Dome Hikvision DS-2CD2386G2-IU2C, 8 MP, IR 30 m, 2.8 mm, microfon, slot card"
DS-2CD2746G2-IZS2C,"Camera supraveghere IP Dome Hikvision AcuSense DarkFighter DS-2CD2746G2-IZS, 4 MP, IR 40 m, 2.8-12 mm, slot card, PoE"
DS2CD2347G2LSUSL2C,"Camera supraveghere IP Dome Hikvision ColorVu DS-2CD2347G2-LSU/SL(C), 4 MP, 2.8 mm, lumina alba 30 m, PoE, slot card, microfon, stroboscop, sirena"
IPC-HDW1230T-ZS-2812-S5,"Camera supraveghere IP Dome Dahua IPC-HDW1230T-ZS-2812-S5, 2MP, IR 40 m, 2.8 -12 mm, motorizat"
DS-2CD2546G2-IWS2C,"Camera de supraveghere IP Mini Dome Hikvision Darkfighter DS-2CD2546G2-IWS2C, 4 MP, 2.8 mm, IR 30 m, PoE, slot card"
DS-2CD6362F-IVS,"Camera supraveghere Dome IP Hikvision DS-2CD6362F-IVS Fisheye, 6 MP, IR 15 m, 1.27 mm, microfon"
DS-2CD1723G0-IZC,"Camera supraveghere IP Dome Hikvision DS-2CD1723G0-IZ, 2 MP, IR 30 m, 2.8-12 mm"
02332-001,"Camera supraveghere IP Dome Axis Lightfinder P3268-LVE 02332-001, 8 MP, 4.3-8.6 mm, IR 40 m, PoE, slot card"
DS-2CD2147G2-SU2C,"Camera de supraveghere IP dome ColorVU Hikvision DS-2CD2147G2-SU2C, 4 MP, 2.8, PoE, slot card"
DS-2CD2346G2-ISU/SL,"Camera supraveghere IP Dome Hikvision AcuSense DS-2CD2346G2-ISU/SL, 4 MP, IR 30 m, 2.8 mm, stroboscop, sirena, microfon"
01605-001,"Camera de supraveghere IP Dome Axis Lightfinder 01605-001, 4 MP, 2.4 mm, IR 20 m, PoE, slot card"
DS-2CD2386G2-I2C,"Camera supraveghere IP Dome Hikvison AcuSense DarkFighter DS-2CD2386G2-I2C, 8 MP, 2.8 mm, IR 30 m, slot card, PoE"
DS-2CD2347G2P-LSU-SL-2.8MM,"Camera supraveghere IP Dome Hikvision ColorVu DS-2CD2347G2P-LSU/SL, 4 MP, 2.8 mm, lumina alba 30 m, PoE, unghi vizual 180 grade, slot card, microfon, sirena, stroboscop"
DS-2CD2126G2-ISU(4MM)(D),"Camera supraveghere de interior IP Dome Hikvision Acusense DS-2CD2126G2-ISU(4MM)(D), 2MP, IR 30 m, 4 mm, slot card, microfon, PoE"
WV-SF335,"Camera supraveghere Dome IP Panasonic WV-SF335, 1.3 MP, 2.8 - 10 mm"
02330-001,"Camera supraveghere IP dome Axis Lighfinder P3267-LVE 02330-001, 5 MP, IR 40 metri, 3-8 mm, PoE, slot card"
KIT-HIKVISION DS-2CD1123G0-I 2.8MM,"Camera supraveghere Dome IP Hikvision DS-2CD1123G0-I, 2 MP, 30 m, 2.8 mm + alimentare"
DS-2CD2183G0-I2.8,"Camera supraveghere IP Dome Hikvision DS-2CD2183G0-I, 4K, IR 30 m, 2.8 mm"
DS-2CD2146G2-I2C,"Camera supraveghere IP Dome Hikvision AcuSense DarkFighter DS-2CD2146G2-I2C, 4 MP, IR 30 m, 2.8 mm, slot card"
DS-2CD2746G2T-IZS,"Camera supraveghere IP Dome Hikvision AcuSense DarkFighter DS-2CD2746G2T-IZS, 4 MP, IR 40 m, 2.8-12 mm, slot card, PoE"
DS-2CD2147G2-LSU(2.8MM)(C),"Camera supraveghere IP Dome Hikvision ColorVu DS-2CD2147G2-LSU(2.8MM)(C), 4 MP, 2.8 mm, lumina alba 30 m, PoE, microfon, slot card"
DS-2CD2547G2-LS(2.8MM)(C),"Camera supraveghere IP Dome Hikvision ColorVu DS-2CD2547G2-LS(2.8MM)(C), 4 MP, 2.8 mm, lumina alba 30 m, PoE, slot card, microfon"
DS-2CD1147G0-2.8MM,"Camera supraveghere IP Dome Hikvision ColorVu DS-2CD1147G0, 4 MP, 2.8 mm, PoE"
HC30WE2R3,"Camera supraveghere IP Dome Honeywell HC30WE2R3, 2 MP, IR 50 m, 2.8 mm, PoE, slot card"
WV-SF132,"Camera supraveghere Dome IP Panasonic WV-SF132, VGA, 1.95 mm"
SNC-XM631,"Camera supraveghere Dome IP Sony SNC-XM631, 2 MP, 2.8 mm"
DS-2CD2955FWD-IS,"Camera supraveghere IP Dome Hikvision DS-2CD2955FWD-IS, 5 MP, IR 8 m, slot card, 1.05 mm fisheye"
01958-002,"Camera supraveghere IP Dome Axis Lightfinder Q6135-LE 01958-002, 2 MP, IR 250 metri, 4.3-137.6 mm, PoE, slot card"
01604-001,"Camera supraveghere IP Dome Axis Lightfinder 01604-001, 2 MP, IR 20 m, 2.8 mm, slot card"
02100-001,"Camera de supraveghere panoramica IP dome Axis Lightfinder 02100-001, 12 MP, 1.3 mm, IR, PoE, slot card"
DS-2CD2745FWDIZS12,"Camera supraveghere IP Dome Hikvision DarkFighter DS-2CD2745FWD-IZS, 4 MP, IR 30 m, 2.8-12 mm, slot card, PoE"
DS-2CD2747G2T-LZSC,"Camera supraveghere IP Dome Hikvision ColorVu DS-2CD2747G2T-LZSC, 4 MP, 2.8-12 mm motorizat, lumina alba 40 m, PoE, slot card, microfon"
DS-2CD1H53G0-IZ,"Camera supraveghere IP Dome Hikvision DS-2CD1H53G0-IZ, 5 MP, IR 30 m, 2.8 - 12 mm, slot card, PoE"
DS-2CD2363G2-IU28B,"Camera supraveghere IP Dome Hikvision AcuSense DS-2CD2363G2-IU28B, 6 MP, IR 30 m, 2.8 mm, slot card, microfon"
DS-2CD1147G0-L(2.8MM)(D),"Camera supraveghere IP Dome Hikvision ColorVu DS-2CD1147G0-L(D), 4 MP, lumina alba 30 m, 2.8 mm, slot card, PoE"
IPC-HDBW5541R-ASE-0280B-S3,"Camera supraveghere Dome IP Dahua WizMind IPC-HDBW5541R-ASE-0280B-S3, 5 MP, IR 50 m, 2.8 mm, microfon, PoE"
DS-2CD1347G0-L-28,"Camera supraveghere IP Dome Hikvision ColorVu DS-2CD1347G0-L, 4 MP, lumina alba 30 m, 2.8 mm, PoE"
UVC-G5-DOME,"Camera supraveghere IP Dome Ubiquiti UVC-G5-DOME, 4 MP, IR 9 m, microfon, PoE"
DS-2CD2563G0-I28,"Camera supraveghere IP Mini Dome Hikvision DS-2CD2563G0-I28, 6 MP, 2.8 mm, IR 10 m, slot card, PoE"
UVC-AI-360,"Camera supraveghere IP Dome Ubiquiti UniFi Protect UVC-AI-360, 5MP, IR, fisheye, microfon, PoE"
DS-2CD2126G2-I(2.8MM)(D),"Camera supraveghere de interior IP Dome Hikvision AcuSense DS-2CD2126G2-I(2.8MM)(D), 2MP, IR 30 m, 2.8 mm, slot card, PoE"
12.0-H4F-DO1-IR,"Camera supraveghere IP Dome Fisheye Avigilon 12.0-H4F-DO1-IR, 12 MP, IR 10 m, 1.45 mm, slot card, detectie miscare, microfon, PoE"
Q24M-SEC,"Camera supraveghere Dome IP Mobotix Q24M-Sec Fisheye, 1 MP, 11 mm"
IPC-HDBW3541F-AS-0280B-S2,"Camera de supraveghere IP Dome WizSense Dahua IPC-HDBW3541F-AS-0280B-S2, 5MP 2K, 2.8mm, IR 30m, Microfon, MicroSD, PoE, IP67"
SNC-VM630,"Camera supraveghere Dome IP Sony SNC-VM630, 2 MP, 3-9 mm"
02109-001,"Camera supraveghere IP Dome Axis Lightfinder M3057-PLVE Mk II 02109-001,6 MP, IR 20 m, 1.56 mm, slot card, PoE"
02113-001,"Camera supraveghere IP Dome Axis Lightfinder M4216-LV M4216-LV, 4 MP, IR 20 metri, 3-6 mm, PoE,slot card"
SD42C212T-HN,"Camera supraveghere IP Dome Dahua SD42C212T-HN, 2 MP, 5.3-64 mm"
DS-2CD2386G2-IU4C,"Camera supraveghere IP Dome Hikvision DarkFighter AcuSense DS-2CD2386G2-IU4C, 8 MP, 4 mm, IR 30 m, microfon, slot card, PoE"
01591-001,"Camera supraveghere IP Dome Axis Lightfinder 01591-001, 2 MP, 3.4-8.9 mm, motorizat, slot card"
IPC-HDW3549H-AS-PV-0360B-S4,"Camera supraveghere Dome IP cu iluminare duala Dahua WizSense Active Deterrence IPC-HDW3549H-AS-PV-0360B-S4, 5 MP, lumina alba/IR 30 m, 3.6 mm, microfon, slot card, PoE"
LND-6010R,"Camera de supravegehre IP Dome Hanwha Wisenet LND-6010R, 2 MP, IR 20 m, 3 mm, slot card, PoE"
DS-2CD2127G2-SU28C,"Camera supraveghere IP Dome Hikvision ColorVu DS-2CD2127G2-SU28C, 2 MP, 2.8 mm, PoE, slot card, microfon"
DS-2CD2387G2-LU(2.8MM)(C),"Camera supraveghere IP Dome Hikvision ColorVu DS-2CD2387G2-LU(2.8MM)(C), 8 MP, 2.8 mm, lumina alba 30 m, PoE, slot card, microfon"
DS-2CD2143G2-IS(4MM),"Camera supraveghere de interior IP Dome Hikvision AcuSense DS-2CD2143G2-IS(4MM), 4MP, IR 30 m, 4 mm, slot card, intrare/iesire alarma, PoE"
MX-Q24M-SEC,"Camera supraveghere Dome IP Mobotix MX-Q24M-Sec Fisheye, 3 MP, 11 mm"
SNC-EM630,"Camera supraveghere Dome IP Sony SNC-EM630, 2 MP, 3-8 mm"
DS-2CD2185FWD-IS28,"Camera supraveghere Dome IP Hikvision DS-2CD2185FWD-IS, 8 MP, IR 30 m, 2.8 mm"
02373-001,"Camera supraveghere interior IP dome Axis M3085-V 02373-001, 2 MP, 3.1 mm, PoE, slot card"
DS-2TD1217B-6/PA,"Camera supraveghere termica IP Dome Hikvision DS-2TD1217B-6/PA, 4 MP, masurare temperatura umana, precizie 0.5 grade"
DS-2CD1347G0-L-28C,"Camera supraveghere IP Dome Hikvision ColorVu DS-2CD1347G0-L-28C, 4 MP, 2.8 mm, lumina alba 30 m, slot card, PoE"
IPC-HDBW5541E-ZE-27135-DC12AC24V,"Camera supraveghere IP Dome Dahua WizMind IPC-HDBW5541E-ZE-27135-DC12AC24V, 5 MP, 2.7-13.5 mm, IR 40 m, slot card, motorizat"
IPC-HDW1431T1-0280B-S4,"Camera supraveghere IP Dome Dahua IPC-HDW1431T1-0280B-S4, 4 MP, IR 30 m, 2.8 mm"
DS-2CD2345FWD-I2.8,"Camera supraveghere IP Dome Hikvision DarkFigther DS-2CD2345FWD-I, 4 MP, IR 30 m, 2.8 mm, slot card, PoE"
DS-2CD2127G2(2.8MM)(C),"Camera supraveghere IP Dome Hikvision ColorVu DS-2CD2127G2(2.8MM)(C), 2 MP, 2.8 mm, PoE, slot card"
DS-2CD2143G2-IS(2.8MM)(BLACK),"Camera supraveghere de interior IP Dome Hikvision AcuSense DS-2CD2143G2-IS(2.8MM)(BLACK), 4MP, IR 30 m, 2.8 mm, slot card, intrare/iesire alarma, PoE"
WV-SF538,"Camera supraveghere Dome IP Panasonic WV-SF538, 2 MP, 2.8 - 10 mm"
0865-001,"Camera supraveghere IP Dome Axis M3104-L 0865-001, 1 MP, IR 15 m, 2.8 mm, PoE, slot card"
DS-2CD2385FWD-I2.8,"Camera supraveghere Dome IP Hikvision DS-2CD2385FWD-I, 4K, IR 30 m, 2.8 mm"
IPC-HDW2441TM-S-0360B,"Camera supraveghere IP Dome Dahua WizSense IPC-HDW2441TM-S-0360B, 4 MP, 3.6 mm, IR 30 m, slot card, PoE"
DS-2CD1343G0-IUF4C,"Camera supraveghere IP Dome Hikvision DS-2CD1343G0-IUF4C, 4 MP, IR 30 m, 4 mm, PoE"
IPC-HDBW5831R-ZE-2712,"Camera supraveghere Dome IP Dahua IPC-HDBW5831R-ZE-2712, 8 MP, IR 50 m, 2.7-12 mm, motorizat"
DS-2CD1343G0-I4C,"Camera de supraveghere IP Dome Hikvision DS-2CD1343G0-I4C, 4 MP, 4 mm, IR 30 m, PoE"
DS-2CD2327G2-LU28C,"Camera supraveghere IP Dome Hikvision ColorVu DS-2CD2327G2-LU28C, 2 MP, 2.8 mm, lumina alba 30 m, PoE, slot card, microfon"
HWI-D120H-M,"Camera supraveghere Dome IP Hikvision HiWatch HWI-D120H-M, 2 MP, IR 30 m, 2.8 mm"
DS-2CD2163G0-IU2.8,"Camera supraveghere IP Dome Hikvision DS-2CD2163G0-IU2.8, 6 MP, IR 30 m, 2.8 mm, microfon, slot card, PoE"
AXIS P1275,"Camera supaveghere IP dome AXIS P1275, 2.8 - 6.0 mm, HDTV, slot card, PoE"
DS-2CD2147G2-L(2.8MM)(C),"Camera supraveghere IP Dome Hikvision ColorVu DS-2CD2147G2-L(2.8MM)(C), 4 MP, 2.8 mm, lumina alba 30 m, PoE, slot card"
DS-2CD2527G2-LS(2.8MM)(C),"Camera supraveghere IP Dome Hikvision ColorVu DS-2CD2527G2-LS(2.8MM)(C), 2 MP, 2.8 mm, lumina alba 30 m, PoE, slot card, microfon"
WV-SF548,"Camera supraveghere Dome IP Panasonic WV-SF548, 2 MP, 2.8 - 10 mm"
01107-002,"Camera supraveghere IP Dome PTZ Axis M5065 01107-002, 2 MP, 2.2-11.0 mm, microfon, slot card, PoE"
DS-2CD2185FWD-I2.8,"Camera supraveghere Dome IP Hikvision DS-2CD2185FWD-I, 4 K, Ir 30 m, 2.8 mm"
0806-001,"Camera supraveghere IP Dome PTZ Axis M3046-V 0806-001, 4 MP, PoE, 2.4 mm, slot card"
DS-2CD1123G0E-I4C,"Camera  supraveghere IP Dome Hikvision DS-2CD1123G0E-I4C, 2MP, 30 m, 4 mm, Poe"
DS-2CD2345G0P-I,"Camera supraveghere IP Dome Hikvision DS-2CD2345G0P-I, 4MP, IR 10m, 1.68mm"
IPC-HDW5442T-ZE-2712,"Camera supraveghere IP Dome Dahua WizMind IPC-HDW5442T-ZE-2712, 4 MP, 2.7-12 mm, IR 40 m, microfon, slot card, motorizat"
IPC-HDW3541T-ZS-27135-S2,"Camera supraveghere IP Dome Dahua WizSense IPC-HDW3541T-ZS-27135-S2, 5 MP, IR 40 m, 2.8 - 13.5 mm, slot card, microfon, PoE"
DS-2CD2383G0-IU-28,"Camera supraveghere IP Dome Hikvision DS-2CD2383G0-IU, 8 MP, IR 30 m, 2.8 mm, microfon, slot card, PoE"
DS-2CD2763G1-IZ,"Camera supraveghere IP Dome Hikvision DS-2CD2763G1-IZ, 6 MP, IR 30 m, 2.8 - 12 mm, motorizat, slot card, PoE"
DS-2CD2347G2-L(2.8MM)(C),"Camera supraveghere IP Dome Hikvision ColorVu DS-2CD2347G2-L(2.8MM)(C), 4 MP, 2.8 mm, lumina alba 30 m, PoE, slot card"
DS-2CD2125G0-IMS(2.8MM),"Camera supraveghere de interior IP Dome Hikvision DS-2CD2125G0-IMS(2.8MM), 2MP, 2.8 mm, slot card, HDMI, PoE"
HC30WE5R2,"Camera supraveghere IP Dome Honeywell HC30WE5R2, 5 MP, IR 50 m, 2.8-12 mm, PoE, slot card, motorizat"
WV-SF135,"Camera supraveghere Dome IP Panasonic WV-SF135, 1.3 MP, 1.3 mm"
SNC-XM632,"Camera supraveghere Dome IP Sony SNC-XM632, 2 MP, 2.8 mm"
DS-2CD2783G2-IZS(2.8-12MM),"Camera supraveghere IP Dome Hikvision AcuSense DS-2CD2783G2-IZS, 8 MP, 2.8-12 mm, motorizata, IR 40 m, PoE, slot card"
01716-001,"Camera supraveghere IP Dome Axis 01716-001, 1 MP, 3.1 mm, slot card"
0928-001,"Camera de supraveghere IP Dome Axis 0928-001, HDTV, 2.8 - 6 mm, PoE, slot card"
DS-2CD6984G0-IHS28,"Camera supraveghere IP Dome Hikvision Panovu DS-2CD6984G0-IHS28, 32 MP, 2.8 mm, IR 20 m, unghi vizual 180 grade, PoE, slot card"
WV-SF438,"Camera supraveghere Dome IP Panasonic WV-SF438 Fisheye, 3.1 MP, 4x"
01731-001,"Camera supraveghere IP dome panoramica Axis Lightfinder M3067-P 01731-001, 6 MP, 1.6 mm, PoE, slot card"
DS-2CD2723G0-IZS,"Camera supraveghere Dome IP Hikvision DS-2CD2723G0-IZS, 2 MP, IR 30 m, 2.8 - 12 mm"
01500-001,"Camera de supraveghere panoramica exterior IP dome Axis P3719-PLE 01500-001, 15 MP, IR 50 m, 3-6 mm, PoE, slot card"
DS-2PT3326IZ-DE3,"Camera de supraveghere IP Dome PTZ Hikvision Panovu DS-2PT3326IZ-DE3, 2 MP, 2.8 - 12 mm, IR 10 m, PoE"
WV-SW458,"Camera supraveghere Dome IP Panasonic WV-SW458 Fisheye, 2 MP, IP66"
VIGI C230I MINI2.8,"Cameră supraveghere IP Dome TP-Link VIGI C230I MINI2.8, 3 MP, IR: 30 m, microfon si difuzor incorporat, PoE, slot card"
UVC-G4-DOME,"Camera supraveghere IP Dome Ubiquiti G4 UVC-G4-DOME, 4 MP, IR, PoE"
DS-2CD2363G0-IB28,"Camera supraveghere IP Dome Hikvision DS-2CD2363G0-IB28, 6 MP, IR 30 m, 2.8 mm, slot card, PoE"
DS-2CD2387G2-L(2.8MM)(C),"Camera supraveghere IP Dome Hikvision ColorVu DS-2CD2387G2-L(2.8MM)(C), 8 MP, 2.8 mm, lumina alba 30 m, PoE, slot card"
DS-2CD2143G2-IS28,"Camera supraveghere de interior IP Dome Hikvision AcuSense DS-2CD2143G2-IS, 4MP, IR 30 m, 2.8 mm, slot card, intrare/iesire alarma, PoE"
WV-SW155,"Camera supraveghere Dome IP Panasonic WV-SW155, 1.3 MP, IP66, 1.95 mm"
01596-001,"Camera supraveghere IP Dome Axis Lightfinder P3247-LVE 01596-001, 5 MP,  3-8 mm, IR 40 m, PoE, slot card"
IP-PRX-4.0,"Camera supraveghere Dome IP IP-PRX-4.0, 4 MP, IR 25 m, 2.8-12 mm"
IPC-HDW2249T-S-IL-0360B,"Camera supraveghere IP Dome cu iluminare dubla Dahua WizSense IPC-HDW2249T-S-IL-0360B, 2 MP, 3.6 mm, IR / lumina alba 30 m, slot card, PoE"
DS-2CD2785FWDIZS12,"Camera supraveghere IP Dome HIKVISION DS-2CD2785FWD-IZS, 8 MP, IR 30 m, 2.8-12 mm"
IPC-HDBW5831E-ZE-2712,"Camera supraveghere Dome IP Dahua IPC-HDBW5831E-ZE-2712, 8 MP, IR 50 m, 2.7-12 mm, motorizat"
DS-2CD63C5G0-IVS-1.29MM,"Camera supraveghere IP Dome Hikvision Fisheye DeepinView DS-2CD63C5G0-IVS, 12 MP, IR 15 m, 1.29 mm, microfon"
DS-2CD2H43G2-IZS,"Camera supraveghere IP Dome Hikvision AcuSense DS-2CD2H43G2-IZS, 4 MP, IR 40 m, 2.8 - 12 mm, motorizat, slot card, PoE"
DS-2CD2163G0-ISB28,"Camera supraveghere IP Dome Hikvision DS-2CD2163G0-ISB28, 6 MP, IR 30 m, 2.8 mm, slot card"
DS-2CD2327G2-L28,"Camera supraveghere IP Dome Hikvision ColorVu DS-2CD2327G2-L, 2 MP, 2.8 mm, lumina alba 30 m, PoE, slot card"
DS-2CD2123G2-IS28D,"Camera supraveghere de interior IP Dome Hikvision Acusense DS-2CD2123G2-IS28D, 2MP, IR 30 m, 2.8 mm, slot card, PoE"
H4W4PER2V,"Camera supraveghere IP Dome Honeywell H4W4PER2V, 4 MP, IR 40 m, 2.7-13.5 mm, PoE, slot card, motorizat"
SNC-VM600,"Camera supraveghere Dome IP Sony SNC-VM600, 1.3 MP, IK10, 3 - 9 mm"
IPC-HDBW2441E-S-0360B,"Camera supraveghere IP Dome Dahua WizSense IPC-HDBW2441E-S-0360B, 4 MP, IR 30 m, 3.6 mm, PoE, slot card, microfon"
WV-SW558,"Camera supraveghere Dome IP Panasonic WV-SW558, 1.3 MP, IP66, 2.8 - 10 mm"
IPC-HDBW2241E-S-0360B,"Camera supraveghere IP Dome Dahua WizSense IPC-HDBW2241E-S-0360B, 2 MP, IR 30 m, 3.6 mm, PoE, slot card, microfon"
ICA-4250,"Camera supraveghere Dome IP Planet ICA-4250, 2 MP, IR 20 m, 3.6 mm"
DS-2CD2146G2-ISU2C,"Camera supraveghere IP Dome Hikvision AcuSense DarkFighter DS-2CD2146G2-ISU, 4 MP, IR 30 m, 2.8 mm, microfon, slot card, PoE"
DS-2CD2186G2-ISU2C,"Camera supraveghere IP Dome Hikvision AcuSense DarkFighter DS-2CD2186G2-ISU, 8 MP, IR 30 m, 2.8 mm, microfon, slot card, PoE"
DS-2CD2326G2-IU28C,"Camera supraveghere IP Dome Hikvision AcuSense DarkFighter DS-2CD2326G2-IU28C, 2 MP, IR 30 m, 2.8 mm, microfon, slot card, PoE"
IOT-GWZ1-EU,"Centrala alarma Imou Smart Alarm Gateway cu sirena, 32 zone, Cablat si Wireless, Wi-Fi, Zigbee, Aplicatie mobil, IOT-GWZ1-EU"
HAC-HDW1801TP-Z-A-27135,"Camera de exterior,8 Megapixeli (4K), IR 60m, lentila varifocala 2.7-13.5mm, microfon HAC-HDW1801TP-Z-A-27135"
2CUEF,"Cablu de alarma cu 2 fire, ecranat, rola 100m, multifilar, Cupru, 2CUEF"
4CUEF,"Cablu de alarma cu 4 fire din cupru 100%, ecranat, rola 100m"
6X055-100,"Cablu de alarma flexibil 6x0,5mm AL/CU litat Safer rola 100 metri"
AL10622-100,"Cablu de alarma cu 6 fire ecranate, din cupru 100%, rola 100m, eRaya AL10622-100"
