Product,Original Price,Discounted Price
"Acces Point exterior WiFi 6, Omada 1.8 Gbps, TP-Link, EAP610-Outdoor",849.99,840.0
"Switch 16 porturi PoE, cu management, protectie la supratensiune 6KV, Hikvision DS-3E1318P-EI-M",854.99,635.0
"Carcasa rackabila, suporta pana la 14 media convertoare, 5VDC/0.6A, protectie la supratensiune, 2x ventilatoare de racire, TP-LINK TL-FC1420",859.99,810.0
"Switch PoE+ cu 10 Porturi Gigabit, 8 Porturi PoE si 2 porturi SFP, 150W, Tp-link 2 TL-SG2210MP",871.99,856.0
"Switch Gigabit cu 16 Porturi, 8x PoE +, 110W, Tp-Link TL-SG1016PE",872.99,812.0
"Access Point Wi-Fi 6 Zyxel NWA90AXPRO-EU0102F, 2GHz cu extensie de 5GHz, viteza pana la 3000Mbps, management Nebula Cloud",882.99,840.27
Fibra optica FTTH 2 fibre cu sufa - Tambur 1000m,889.99,865.0
"Access Point Wi-Fi 6 AX3000, Tehnologie Omada Mesh, PoE, IP67, Montare in interior/exterior, TP-LINK EAP650-Outdoor",889.99,868.0
"Access Point Wi-Fi 6 Dual-Band cu montare pe tavan, viteza totala 1775 Mbps, TP-Link EAP620 HD",899.99,895.0
Switch POE 300W rackabil 24 porturi + 2 WAN Gigabit + 2 SFP,899.99,819.0
"Switch D-Link DGS cu Management, 24 porturi 10/100/1000, 4 Combo SFP GIGABIT, DGS-1210-28",905.00,903.0
"Ubiquiti U6 Pro Acces Point Wi-Fi 6, Bluetooth, PoE, IP54, montare pe tavan",909.99,899.0
"Switch cu 16 porturi PoE+, 150 W, 1x SFP, 2x LAN Gigabit, Rackabil, TP-Link, TL-SL1218P",912.99,849.0
"Router Wi-Fi 6E Zyxel SCR50AXE-EU0101F, Dual Core, 5 porturi RJ45, pana la 2400Mbps",918.99,874.84
Switch cu management 24 Porturi gigabit şi 4 Slot-uri SFP TL-SG3428,919.99,889.0
Set baza DP750 + 2 telefoane dect grandstream,924.99,887.99
"Access Point Ubiquiti, 4×4 MU-MIMO, Frecventa 2.4 GHz si 5 GHz, Gigabit, PoE, UAP-FLEXHD",929.99,929.0
"Acces Point mANTBox cu antena integrata MikroTik mANTBox 19s, 5Ghz, SFP, PoE, Mikrotik RB921GS-5HPacD-19S",939.99,914.0
"Access Point Wi-Fi 6 AX5400, tehnologie Omada Mesh, 2.5 Gigabit, TP-Link, EAP670",949.99,902.99
"Switch cu 28 de porturi, 24x PoE pana la 240W, 2x RJ-45 Gigabit, 2x SFP Gigabit Dahua, PFS3226-24ET-240",969.99,783.0
"Access point Zyxel NWA110AX-EU0102F, PoE, dual-radio, 2.4GHz, 5GHz, 1 port, 10/100/1000Mbps, management Nebula cloud",981.99,934.63
"Switch cu 8 porturi PoE si 2 Porturi UPLINK, 120W, 1000 Mbps, 48-57V DC, ePoE pana la 800m, LR2110-8ET-120 Dahua",989.99,734.0
"Controler Hardware Omada, OC300",990.00,980.0
"Router Mikrotik RB4011iGS+RM, CPU Cortex A15, 10xRJ45",994.99,973.0
"Gateway GSM Industrial pentru M2M, Dual Sim 4G, LAN, RS232, RS458, Teltonika TRB255",994.99,947.0
"Switch cu 8 porturi Gigabit PoE+, 4xSFP, 802.3af/at, MikroTik CRS112-8P-4S-IN",999.99,979.0
Gateway analog 8 FXS 2 conturi SIP Dual LAN HT818,999.99,945.0
"Ubiquiti EdgeRouter 4, 3x Rj45 GbE, 1x SFP, Management, 1GB RAM, ER-4",999.99,993.0
"Omada Multi-Gigabit VPN Router, Tp-Link ER707-M2",1009.99,985.0
"Switch cu 16 porturi PoE+, 192W, 2x SFP, 2x LAN Gigabit, Rackabil, TP-Link, TL-SL1218MP",1015.99,945.0
"Switch SFP de exterior MikroTik CRS305-1G-4S+OUT, Dual Boot, 4x SFP+, 1x RJ-45, IP66, 12-57V",1019.99,977.0
"Switch cu management, 16 porturi Gigabit, 8 porturi PoE+, 120W, TP-LINK TL-SG2016P",1022.99,951.0
"Access Point de exterior Ubiquiti AC Mesh Professional UAP-AC-M-PRO, Gigabit, pana la 185m2, Alimentare PoE",1029.99,999.0
Switch fibra optica 12 porturi SFP + 4 porturi RJ45 Gigabit Ubiquiti ES-12F,1049.99,999.0
"Acces point Ubiquiti U6-LR, Wi-Fi 6, gigabit, long range, PoE, Bluetooth",1049.99,1029.0
"Switch PoE Hikvision DS-3E1318P-EI, 16 Porturi af/at, Buget PoE 230W, cu management, 2x Gigabit SFP, 2X Gigabit RJ-45",1069.99,820.0
Telefon de secretariat Panasonic KX-AT7730NE,1069.99,1010.0
"Router Ubiquiti, 1 SFP, 3 RJ45, gigabit, ER-4",1089.99,1040.0
"Router 10 porturi, Gigabit, 8 porturi PoE, VPN, SFP, 110W, Omada, Tp-Link, ER7212PC",1090.99,1014.0
"Switch 18 porturi, gigabit, 2 porturi SFP, 16 porturi PoE, 135W, management, Dahua, CS4220-16GT-135",1095.99,885.0
"Switch Zyxel GS1920-24V2-EU0101F, 24 porturi, 100/1000Mbps, 22W",1112.99,1059.0
"Sistem Mesh - Tp Link DECO M5, 3 Extendere Wi-Fi Gigabit, cu anntivirus si control parental",1119.99,1100.0
"Switch 18 Porturi Gigabit Easy Smart, cu 16 porturi PoE+, 2 porturi SFP si 2 porturi LAN, Gigabit, 250W, Tp-Link TL-SG1218MP",1131.99,1053.0
"Router Ubiquiti EdgeRouter 6 PoE, cu 5 Porturi RJ-45 PASSIVE POE 1x SFP, ER-6P",1139.99,1125.0
"Miktrotik netFiber 9, switch pentru exterior 4x SFP 10Gbps, 1xPoe Gigabit, CRS310-1G-5S-4S+OUT",1147.99,1092.0
"Switch 24 Porturi PoE Hikvision DS-3E0326P-E/M(B), 1x SFP Gigabit, 1x Rj-45 Gigabit, 230W Total, 30W / port, transmisie pe 300m",1154.99,850.0
"Switch cu 8 porturi PoE 10/100/1000 Gigabit, Ubiquiti ES-8-150W",1176.99,1100.0
"Switch PoE cu 16 porturi PoE+, 2x SFp, 250W, Gigabit, Tp-Link TL-SG1218MPE",1199.99,1113.0
"Tableta Kruger Matz , Procesor Quad-Core,Ecran 10.1"", 2GB RAM, Wi-Fi, 3G, Android",1199.99,1133.99
"Antene retea MikroTik RBLHG5KIT, 24.5 dBi, polarizare duala, 5 GHz, 3 bucati",1229.99,1171.0
"Switch 16 canale, Gigabit, 8 porturi PoE, 45W, Ubiquiti, USW-LITE-16-POE",1229.99,1184.0
"Switch PoE Zyxel GS1920-8HPV2-EU0101F, 8 porturi PoE, 100/1000Mbps, 130W",1234.99,1176.6
"Switch de retea Gigabit Ubiquiti EdgeRouter 12, 10x Gigabit RJ45, Management Layer 2, Alimentare 9-30VDC, 2xSFP, ER-12",1239.99,1219.0
"Acces Point Rocket Prism 5AC Gen2, Ubiquiti RP-5AC-GEN2",1249.99,1219.0
"Switch PoE, 16 porturi, putere maxima per port 30W, fara management, Hikvision DS-3E0518P-E",1255.99,872.0
"MikroTik CRS309-1G-8S+IN, 8x SFP de 10 Gbps, RouterOS, SwOS, Alimentare PoE / 12V",1259.99,1239.0
"Switch cu 24 porturi PoE+, 250W, fara management, Viteza Gigabit, TP-Link, TL-SL1226P",1280.99,1191.0
Switch 24 porturi 8000 Mac Allied Telesis AT-GS910/24-50,1299.99,1242.0
"Switch 24 Porturi Gigabit, Smart PoE+, 250W, TL-SG2428P",1299.99,1199.0
Router wireless dualband Gigabit 10 porturi + 1 SFP MikroTik RB4011IGS+5HACQ2HND-IN,1299.99,1282.0
"Access point Zyxel NWA210AX-EU0102F, 2.4GHz si 5GHz, 2 porturi LAN (1 port PoE), 2400Mbps, management Nebula Cloud",1307.99,1244.94
"Access Point Wi-Fi 6 Dual-Band Multi-Gigabit cu montare pe tavan, 3550 Mbps, TP-Link, EAP660 HD",1308.99,1217.0
Switch 24 porturi Gigabit + 2 SFP cu management Ubiquiti EdgeSwitch ES-24-LITE,1310.99,1243.0
"Switch Zyxel GS1915-24EP-EU0101F, PoE 130W, 24 porturi 100/1000Mbps, smart management",1313.99,1250.75
Switch cu management L2 cu 8 porturi SFP TP-Link TL-SX3008F,1319.99,1255.0
"Switch 24 de Porturi Gigabit L2, 4 Sloturi 10GE SFP+, Jetstream, TP-LINK TL-SG3428X",1332.99,1248.99
"Controler Hybrid Cloud Key, 1 port RJ45, bluetooth, HDD, PoE, UniFi, Ubiquiti, UCK-G2-Plus",1341.99,1278.0
"MikroTik netPower 16P, Switch PoE de exterior cu 16 porturi Gigabit, 2xSFP, IP54, CRS318-16P-2S+OUT",1344.99,1318.0
Switch Gigabit 24 porturi PoE+ 300W cu Management + 4 SFP + 4 WAN Gigabit,1350.99,1275.0
"Switch 16 porturi PoE, 2 SFP, cu management, PoE watchdog, 240W, Dahua, PFS4218-16ET-240-V3",1360.99,1099.0
"Switch PoE 24 porturi, 100 Mbps, 2 porturi uplink Gigabit, 370 W, SMART Management, DS-3E1326P-EI",1381.99,1036.27
"Post de interior cu sistem de operare Android, ecran de 10 inch, Touchscreen, microSD, Centru cotrol Dahua VTH5341G-W",1392.99,1045.0
Switch Gigabit 24 porturi PoE+ 250W + 2 SFP Gigabit,1399.99,1349.0
"Switch PoE Dahua cu management, 18x porturi si 16x porturi PoE, Distanta 250m, CS4218-16ET-240",1408.99,1138.0
"Access point Zyxel NWA220AX-6E-EU0101F, Wi-Fi 6E, 2.4GHz, 5GHz, 6GHz, viteza pana la 4800Mbps, 2 porturi LAN (1 port PoE), 21W",1421.99,1353.63
"Antena Ubiquiti Networks UISP LTU XR, Alb, PoE, 550 Mbps, 5GHz, IPX6, LTU-XR",1423.99,1356.0
"Router Ubiquiti EdgeRouter 12, 1GB DDR3, 10 porturi 10/100/1000 RJ45, 2 porturi 1Gbps SFP, ER-12",1425.99,1380.0
"Centrala telefonica Grandstream IP PBX, 250 utilizatori 3x Gigabit LAN, PoE+, UCM6300A",1439.99,1390.0
"Router Ubiquiti EdgeRouter, 5 Porturi Gigabit, PoE 24V, ER-6P",1469.99,1400.0
"Firewall Zyxel USGFLEX50-EU0101F (doar dispozitivul), 5 porturi",1472.99,1402.34
"Switch PoE cu 28 de Porturi, 24x PoE+ Gigabit, 2x SFP, 2x Ethernet, TP-Link TL-SG1428PE",1475.99,1353.0
"Switch 24 porturi, 12 PoE + 12 SFP, fara management, 10/100/1000 Gigabit, Hikvision, DS-3E0524TF",1482.99,965.0
"Switch cu management, 24 porturi Gigabit L2, 4 porturi SFP 10GE, alimentare pentru UPS, TP-LINK TL-SG3428X-UPS",1499.99,1457.0
"Switch Zyxel GS1900-48-EU0102F, 48 porturi 100/1000Mbps, smart management, montare in rack",1503.99,1432.25
"Switch 8 porturi, PoE 150W, 2 SFP, Gigabit, Managed, Ubiquiti, US-8-150W",1514.99,1313.0
"Telefon VOIP cu touchscreen color, 7 inch, 16 conturi SIP, SIP-T48U",1525.99,1455.0
"Ubiquiti UniFi LTE PRO, U-LTE-PRO Router 4G pentru backup-ul Switch-urilor UniFi",1569.99,1519.0
"Switch 20 porturi, gigabit, 16 porturi PoE 240 W, 2 SFP, managed, Dahua, CS4220-16GT-240",1585.99,1281.0
"Ubiquiti U6 Enterprise Acces Point Wi-Fi 6E cu 6GHz, Bluetooth, PoE, 48V, 0.5A",1599.99,1579.0
Router Industrial 4G - Cartela 3G / 4G 4 porturi POE Wifi si GPS UR35-L04EU-G-P-W,1615.99,1555.0
"Cartela Panasonic, extensie 3 CO si 8linii de interior, KX-TE82483",1623.99,1546.0
"Switch 5 porturi, 10G, fara management, Tp-Link, TL-SX105",1628.99,1515.0
Switch rackabil 48 porturi Gigabit TP-Link TL-SG1048,1629.99,1569.0
Videotelefon IP multimedia Grandstream GXV3370,1644.99,1566.0
"Switch cu 24 porturi PoE 2.0, 90W, Watchdog, Gigabit, Dahua PFS4226-24ET-360-V3",1701.99,1374.0
"Centrala telefonica IP PBX Grandstream, UCM6301",1728.99,1646.0
"Router Firewall Zyxel USG20W-VPN-EU0101F, 5 porturi, 350Mbps, 12V, management Nebula Cloud",1736.99,1654.04
"Antene directionale Ubiquiti LBE-5AC-Gen2-5, 26dBi, memorie interna DDR2 64Mb, (5-pack)",1754.99,1670.0
"Switch 16 porturi, 8 PoE 42W, 2x SFP, gigabit, Ubiquiti, USW-16-POE",1799.99,1754.0
Set baza DP752 + 5 telefoane dect grandstream,1806.99,1718.99
"Switch Zyxel GS1920-48V2-EU0101F, 48 porturi, 100/1000Mbps, 36W",1849.99,1839.0
"Switch PoE Zyxel XMG1915-10EP-EU01, 10 porturi (8x 2.5GbE PoE + 2x SFP Uplink), cu management NebulaFlex",1853.99,1765.48
"Switch PoE cu 24 de porturi, 10/100/1000 Gigabit, Hikvision, 370 W, DS-3E0526P-E",1859.99,1310.0
Set baza DP750 + 5 telefoane dect grandstream DP722,1892.99,1816.99
"Switch 28 porturi, gigabit, 24 porturi PoE 240 W, 2 SFP, managed, Dahua, CS4228-24GT-240",1905.99,1539.0
"Router, 13 porturi RJ45, gigabit, 1 GB RAM, CPU 4 nuclee, 1.4 Ghz, Mikrotik, RB1100x4",1939.99,1840.0
Telefon VOIP pentru conferinta Grandstream GAC2500,1965.99,1870.0
Switch 48 porturi Gigabit + 4 SFP Management L2 TP-Link TL-SG3452,1999.99,1900.0
"Router industrial 4g cu cartela SIM, 10/100/1000 Mbps, 2 porturi SIM, Teltonika, RUTX09000000",2024.99,2024.99
"Switch 28 Porturi SFP pana la 10 Gbps, Dual OS, Dual Boot, Mikrotik CRS328-4C-20S-4S+RM",2069.99,2025.0
"CPE PtMP Ubiquiti LTU Rocket®, 5Ghz, Statie de baza, 675 Mbps airMAX, 100km³, LTU-ROCKET",2099.99,2059.0
"Switch Ubiquiti, 24 porturi, gigabit, 16 porturi PoE, 2 porturi SFP, USW-24-POE",2099.99,2059.0
"Switch PoE+, 24 de Porturi Gigabit L2+, 4 porturi SFP, 384W, Omada, Tp-Link TL-SG3428MP",2099.99,1934.0
"Switch 24 porturi PoE, Cloud Managed, Dahua CS4226-24ET-375",2107.99,1463.0
"Acces point de exterior D-Link, Gigabit, alimentare PoE, DAP-3666",2176.99,2072.0
"Switch cu 8 porturi Gigabit 10G, 31.2W, Indicator LED, Conexiune Plug and Play, TP-LINK TL-SX1008",2194.99,2115.0
"Mikrotik, CCR2004-16G-2S+, Router, 16 porturi GB Ethernet , 4x 64-bit ARMv8-A Cortex-A57",2249.99,2199.0
"Smart Switch Mikrotik CRS317-1G-16S+RM, 16 porturi SFP+10 G, Alimentare Duala, 800mhz, 1GB RAM, RouterOS sau SwitchOS,",2269.99,2259.0
"Centrala telefonica Grandstream IP PBX, 500 utilizatori, PoE+, Ucm6302A",2299.99,2190.0
"Switch cu 8 porturi PoE+ de pana la 240W, 2 porturi SFP de 10 Gigabit, management, L2+, TL-SG3210XHP-M2",2309.99,2197.0
"Acces Point Ubiquiti, WLAN 1000 Mbit/s, Dual-Band, 802.11ac Wave 2,alimentare PoE, UAP-AC-SHD",2349.99,2329.0
"Access point Zyxel WAX620D-6E-EU0101F, 2GHz, 5GHz, 6GHz, 2 porturi, Nebula Cloud management",2369.99,2256.34
"Acces Point Ubiquiti UniFi, Dual-band 2.4/ 5 GHz, MU MIMO, 802.11, 2x LAN gigabit, UAP-AC-HD",2378.99,1589.0
"Gateway UniFi Dream Machine PRO, 4GB RAM, 16GB eMMC, 2xSFP, 8xRJ45, Ubiquiti",2419.99,2259.0
"Access Point Wireless Dual-Band Gigabit cu montare pe tavan, Gigabit, Tp- Link AC1750, EAP245(5-pack)",2435.99,2320.0
"Router 8 porturi, 10G, management centralizat, 3 SFP, Omada, sursa dubla de alimentare, Tp-Link, ER8411",2446.99,2308.0
Switch 24 porturi POE Gigabit + 4 SFP cu management Microtik CRS328-24P-4S+RM,2479.99,2449.0
"Router Ubiquiti EdgePoint, 6 porturi Ethernet RJ-45 si 2 porturi Ethernet RJ45/SFP, EP-R8",2499.00,2400.0
"Centrala telefonica Grandstream IP PBX, pana la 1000 de utilizatori, 4 porturi RJ11, 3 porturi Gigabit cu PoE+, UCM6304A",2714.99,2579.0
Switch ALLIED TELESIS GS950 24 porturi Gigabit 4 porturi SFP rackabil Layer 2 smart-managed,2719.99,2590.0
"Switch Industrial Ubiquiti, 10 porturi Gb RJ45, 8 porturi PoE++ 802.3bt, USW-INDUSTRIAL",2749.99,2618.0
"Router cu Firewall Zylex USGFLEX100-EU0111, 5 porturi, management Nebula Cloud",2779.99,2646.78
"Switch SFP de mare viteza, 24 Porturi de 10 Gbps, 2x QSFP+ 40G, alimentare Duala, RouterOs, SwOS",2799.99,2729.0
"Switch cu 8 porturi, PoE 120W, 2 porturi SFP, management, Ubiquiti, USW-ENTERPRISE-8-POE",2839.99,2715.0
"Switch 48 de porturi Gigabit MikroTik CRS354-48G-4S+2Q+RM RouterOS/ SwitchOS, Rackabil",2844.99,2779.0
Switch cu management L2 cu 16 porturi SFP TP-Link TL-SX3016F,2850.99,2700.0
"Acces point Wi-Fi Zyxel WAX640S-6E-EU0101F, 2.4GHz, 5GHz, 6GHz, 2 porturi, management Nebula Cloud",2894.99,2757.53
"Switch industrial PoE, 8 porturi SFP, Dahua, PFS4210-8GT-DP-V2",2899.99,2750.0
"Centrala telefonica analogica, KX-TES824CE",2939.99,2800.0
"Switch cu 48 de porturi Gigabit, 4X SFP, cu Management, TP-Link, TL-SG3452X",2949.99,2795.0
"Switch cu management, 24 porturi SFP L2+, 4 sloturi 10GE SFP+, Integrare in Omada SDN, TP-LINK TL-SG3428XF",3062.99,2973.0
"Switch 4 porturi, PoE 170W, 2x SFP, 10 Gbe, Ubiquiti, US-XG-6POE",3149.99,2985.0
"Switch 48 porturi, PoE 195W, Gigabit, 4 porturi SFP, management, Ubiquiti UniFi, USW-48-POE",3224.99,3119.0
"MikroTik CRS312-4C+8XG-RM, Switch Gigabit, 8 porturi RJ45 de 1G/2.5G/5G/10G si 4x SFP 10Gbps",3279.99,3209.0
"Switch cu 48 de Porturi PoE+, Buget PoE de 384W, 52 de porturi Gigabit L2+, JetStream TL-SG3452P",3339.99,3150.0
"Switch 24 porturi Gigabit PoE+ si 4-Porturi SFP+ 10GE, Management L2+, 384W, Tp-link TL-SG3428XMP",3399.99,2800.0
"Acces Point, montaj pe tavan, WiFi 6, Gigabit, Omada, PoE, Tp-Link AXE11000 EAP690E HD",3407.99,3170.0
"Router cu Firewall UTM/VPM Zyxel USGFLEX100H-EU0101F, 8 porturi, pana la 3000Mbps",3469.99,3304.92
"Firewall VPN/UTM Zyxel USGFLEX100HP-EU0101F, 3.0Gbps, 8 porturi, management Nebula Cloud",3574.99,3404.11
"Switch 48 porturi gigabit POE, 2 WAN SFP Ubiquiti US-48-500W",3849.99,3673.95
"Mikrotik, CCR1016-12S-1S+ , RouterOS L6, 16 nuclee x 1.2GHz CPU, 2GB RAM",3899.99,3825.0
Switch ALLIED TELESIS GS950 48 porturi Gigabit 4 porturi SFP rackabil Layer 2 smart-managed,3946.99,3758.0
Centrala Telefonica 3 linii externe 8 interioare Panasonic KX-TES824CE,4189.99,3985.0
"Switch 24 porturi POE UniFi PRO 24, Ubiquiti, USW-PRO-24-POE",4296.99,4093.0
"Switch cu management, 48 porturi PoE+, 500W, 4 porturi 10GE SFP, Integrare in Omada SDN, TP-LINK TL-SG3452XP",4525.99,4209.0
"Mikrotik CRS354-48P-4S+2Q+RM, Switch PoE, 48 Porturi Gigabit 802.3af/at, 700W, Rackabil, 4xSFP, 2x QSFP, Racire activa, Cu management avansat",4624.99,4519.0
"Mikrotik, CCR2116-12G-4S+ Router, 16-core ARM CPU",4699.99,4599.0
"Switch Enterprise, 24 RJ45, PoE 400W, 2 SFP, Ubiquiti, USW-ENTERPRISE-24-POE",4949.99,4810.0
"Access point Zyxel WBE660S-EU0101F, 2 porturi (1x 10Gbps), PoE, 2.4GHz, 5GHz, 6GHz, management Nebula Cloud",4999.99,4761.82
"Switch 28 porturi SFP+, 4 porturi SFP28, 10 Gbps, ecran interactiv 1.3 inch, Ubiquiti, USW-PRO-AGGREGATION",5494.99,5232.0
"Pachet 5 bucati Ubiquiti AC Mesh Professional, UAP-AC-M-PRO-5Pack",5900.99,5084.0
"Switch 48 porturi, PoE 600W, UniFi PRO 48, 4x SFP, Ubiquiti, USW-PRO-48-POE",6289.99,6000.0
Centrala telefonica VOIP 2 FXO 200 apeluri simultane UCM6510,6499.99,6300.0
"Centrala telefonica VoIP Grandstream, 400 apeluri simultante, UCM6308",6849.99,6500.0
"Switch Ubiquiti, Layer 2, 8 10G SFP+, Fibra optica, USW-AGGREGATION",7065.99,6730.0
"Ubiquiti UFiber OLT, UF-OLT, Switch 8 porturi, 2 porturi SFP+, 40W, indicatori LED",8858.99,8553.0
"Switch rackabil 24 porturi 1/10 Gbps Rackabil, Dahua AS5600-24GF4XF",Disponibil.comanda,9373.0
Sistem videoconferinta VOIP Grandstream GVC3200,13000.00,12500.0
"Mikrotik, CCR1072-1G-8S+ 1U , Router, 1x Gigabit Ethernet, 8xSFP, LCD, 72 nuclee x 1GHz CPU, 16GB RAM",16244.99,15889.0
Soft pontaj Gratuit CrossChex pentru ANVIZ,0.00,0.0
"Suport ecuson, deschidere si prindere verticala, 55x90x3.5mm, CH-151V",0.99,0.8
"Cartela de proximitate RFID 125Khz Cprox, ID CARD",1.69,1.38
"Tag de proximitate RFID de tip Breloc cod secvential, IDT-2000EM",1.89,1.5
"Suport ecuson pentru carduri control acces Yli CH-001V, din PVC, prindere verticala",2.19,2.0
"Cartela electromagnetica duala, RFID si UHF, IDT-1001EM/UHF",2.99,2.8
"Eticheta autoadeziva cu CIP RFID EM4100 pe 125KHz, 0.6mm, alb, IDT-3000EM",3.39,3.25
"Tag de proximitate Mifare, pentru videointerfon, IDT-2000MF",3.49,2.94
Doza pentru montarea ingropata a economizoarelor pentru HLES-30A-TEMIC,3.49,3.4
"Cartela de proximitate RFID (125KHz) numerotata secvential, ID CARD1",3.75,3.6
"Snur cu port pentru ecuson, retractabil, Negru, CH-425",3.79,3.6
"Cartela de proximitate Mifare 13,56 Mhz, IDT-1001MF",3.99,2.4
"Tag de proximitate cu cip MIFARE (13.56MHz), Hikvision, DS-K7M102-M",3.99,3.12
"Tag de proximitate PROGRAMABIL, RFID 125 Khz, IDT-2000EM-RW",4.29,3.2
"Cartela de proximitate Rosslare ATR14WO-001, pentru cititoare RFID 125KHz",4.99,4.59
"Tag NFC antimetal cu cip 13.56 MHz, NFC-2013-gy",5.19,5.0
"Cartela de proximitate duala RFID 125Khz si MIFARE 13,56Mhz, IDT-1001EM/MF",5.99,5.25
"Bratara de proximitate din silicon cu catarama 125Khz, verde IDT-4001EM-GN",5.99,5.4
"Bratara de proximitate din silicon, RFID 125Khz, SECUKEY Sbracelet 1 (EM)",5.99,5.5
"Bratara de proximitate din silicon, RFID 125Khz, SECUKEY Sbracelet 1 (EM), Albastra",6.19,5.9
"Cartela interfon Electra, TAG.ELT.000",6.29,5.65
"Bratara de proximitate din silicon, RFID 125Khz, SECUKEY Sbracelet 2 (EM)",6.49,5.8
"Bratara de proximitate din silicon cu catarama 125Khz, Rosie, IDT-4009EM-RD",7.49,6.88
"Bratara de proximitate din silicon cu catarama 125Khz, Albastra, IDT-4009EM-BL",7.49,6.88
"Bratara de proximitate din silicon cu catarama 125Khz, galbena, IDT-4009EM-YO",7.49,6.88
"Bratara de proximitate din silicon cu catarama metalica, 125Khz, Verde, IDT-4009EM-GN",7.49,6.88
"Adaos special inchizator, Electra ADS.S1x.INC",8.19,7.9
"Tag de proximitate pentru cititoare 125KHz, Rosslare ATR13W0-A01 TAG",8.29,7.9
Cartela de proximitate MIFARE s50 pentru acces hotelier HLC-M-A,8.69,8.1
"Doza cu montare aplicata sau incastrata, pentru butoane si controlere de control acces, SECUKEY, EBOX1",9.99,8.0
Tag UHF Anti Metal ACM-UHF-M,9.99,9.45
Adaos pentru yala aplicata Electra ADS.13x.YEM,10.99,10.2
Extensie cilindru 5MM pentru yale smart D1 si D1K,10.99,8.5
"Cartele de acces TEMIC pentru sistem hotelier, HLC-T-K-V20",11.49,9.9
Breloc MIFARE pentru incuietoarea de apart-hotel DLK-929SS-6M,12.99,12.08
Buton de iesire din plastic PBK-812A,12.99,11.0
Set 3 adaosuri pentru inchizator yala Electra SET.235.INC,13.99,13.5
"Doza cu montare aplicata sau incastrata, pentru butoane si controlere de control acces, SECUKEY, Ebox2",15.00,10.0
"Buton iesire urgenta, rosu, aparent, ACM-K3R",16.99,15.0
"Buton de iesire, aplicabil din otel inoxidabil, NO/COM, SECUKEY Cbutton 2",16.99,16.0
Extensie cilindru 10MM pentru yale smart D1 si D1K D1ACC10mm,19.99,17.5
"Suport scurt pentru yale Dorcas, DORCAS-B-X",20.99,20.0
"Suport lung pentru yale Dorcas, DORCAS-EZH-25",20.99,20.0
"Suport U pentru electromagnetul de 180Kgf cLock-2, clock2 U Bracket",21.99,20.0
"Card de proximitate standard, cu orificiu pentru prindere la chei, XSF si W26, pentru cititoare Kantech, P10SHL",22.99,20.0
"Buton de iesire aplicabil din otel inoxidabil, NO/COM SECUKEY Cbutton 4",22.99,21.0
Telecomanda pentru Yala SX-12,23.99,18.9
"Buton aplicat verde pentru iesiri de urgenta, CPK-860A",24.99,24.0
"Buton de iesire, aplicabil, aluminiu, NO/COM, SECUKEY Cbutton 3",24.99,23.0
"Suport in forma de Z pentru montarea electromagnetilor YM-60, MBK-70Z",25.49,25.0
Extensie cilindru 20MM pentru yale smart D1 si D1K D1ACC20mm,25.99,18.5
"Buton de iesire incastrabil, din inox, PBK-811A",25.99,24.9
"Placuta cu releu pentru Normal Open/NC, Contact umed, temporizare ajustabila, PCB-505",26.99,25.0
"Buton de iesire aplicabil din otel inoxidabil, NO/COM, SECUKEY Cbutton 1",27.99,22.0
"Suport pentru usa compatibil cu clock3, de tip U, din metal, Clock3-U Bracket",27.99,24.0
"Suport lung pentru incuietorile de tip strike DORCAS, DORCAS-LX-22",28.99,26.6
"Suport Z si L pentru electromagnetul de 180Kgf cLock-2, cLOCK2 ZL BRACKET",29.99,27.5
Carcasa pentru montarea aplicata a butoanelor PBK-800A,30.99,30.0
"Protectie pentru apa, BRS-02",32.99,29.0
"Suport ZL pentru fixare electromagnet 280 kg, ACM-Y280ZL",34.99,31.0
"Tag de proximitate, Mifare, DESFire 13.56 Mhz, Negru, AJAX TAG BL",34.99,21.42
Set 10 bucati cu sticla de rezerva pentru modele CPK-860,34.99,34.0
"Tag de proximitate, Mifare, DESFire 13.56 Mhz, Alb, AJAX TAG WH",34.99,21.42
"Suport L pentru electromagnet YM-180N(LED), MBK-180NL",35.99,34.0
"Buton de iesire urgenta, SECUKEY Sbutton 10",36.99,35.0
"Buton de iesire aplicabil, PBK-815",36.99,36.75
"Suport pentru usa compatibil cu clock3, de tip ZL, din metal, Clock3-ZL Bracket",38.99,36.0
"Buton de iesire, aplicabil, aluminiu, NO/COM, SECUKEY Cbutton 5",39.99,36.0
"Telecomanda suplimentara pentru kiturile de control acces WS2 si WS2K, WS2(K)Remote",39.99,33.0
"Releu 5Amperi, 45mA, NO/NC/COM Sebury BRB-01",39.99,37.0
"Buton de iesire incastrabil, din duraluminiu PBK-800A",41.99,41.0
"Buton de iesire fara atingere, senzor infrarosu, LED de stare, montaj incastrat, din aluminiu, Sebury NBT-006",41.99,41.0
"Buton de iesire, aplicabil, aluminiu, NBT-001",41.99,39.0
"Buton de iesire cu contact de tip NO / COM, 5-36V, Carcasa din Zinc, Argintiu, Sebury NBT-009",41.99,40.0
"Buton de iesire cu contact de iesire de tip NO, 36V-3A, carcasa din aliaj de aluminiu, Sebury NBT-002",42.99,40.8
"Buton de iesire cu infrarosu fara atingere, Indicator stare LED, Otel inoxidabil, NO/NC/COM, SECUKEY Cbutton 6",42.99,40.0
