SKU,Name,Price,Discount,Price Difference
DS-2CD2663G2-IZS,"Camera IP cu lentila Varifocala motorizata 2.8-12mm, 6MP 3K, AcuSense, IP67, IK10, Hikvision DS-2CD2663G2-IZS",1351.99,876.04,475.95000000000005
KIT6KW-3FAZE-GR-455,"Sistem de alimentare cu energie solara, 6KW, Trifazat, On-Grid, KIT6KW-3FAZE-GR-455",17901.06,17426.91,474.15000000000146
65B4E31T,"Monitor 4K DLED UHD, diagonala 65 inci, 2 xHDMI, Hisense 65B4E31T",7499.99,7027.0,472.9899999999998
XVR5216A-4KL-I3,"DVR pentabrid cu 16 canale, rezolutie 4K, HDCVI , 2 x HDD, DAHUA, XVR5216A-4KL-I3",2105.99,1638.0,467.9899999999998
KIT-OPEN6000,"Kit bariera trafic intens 6 metri King Gates, KIT-OPEN6000",4117.99,3653.99,464.0
DS-2DE4225IW-DE(T5),"Camera PTZ IP, 2MP, Lentila motorizata, Zoom optic 25x, IR 100m, MicroSD, PoE, Alarma, DarkFighter Hikvision DS-2DE4225IW-DE(T5)",1930.99,1467.38,463.6099999999999
SD49425GB-HNR,"Camera Speed Dome IP, WizSense, Starlight, 4MP, IR 100m, lentila varifocala 5mm-125mm, 25x zoom optic, PoE, IP66, Dahua SD49425GB-HNR",2084.99,1622.0,462.9899999999998
NVR4116HS-8P-4KS2/L,"NVR 16 canale, 4K, 8 x Poe, HDMI, 1U, 1 x Sata, DMSS NVR4116HS-8P-4KS2/L",1167.99,707.0,460.99
DS-7732NXI-K4,"NVR 32 canale AcuSense, 12MP, 256 Mbps, 4x SATA, Functii AI, Hikvision DS-7732NXI-K4",1911.99,1452.89,459.0999999999999
KIT16EXT30IRDAH,"Kit supraveghere video, DVR cu 16 camere tip bullet, smart IR 30m, Dahua KIT16EXT30IRDAH",2213.99,1758.99,454.9999999999998
KIT16EXT30IRDAH,"Kit supraveghere video, DVR cu 16 camere tip bullet, smart IR 30m, Dahua KIT16EXT30IRDAH",2213.99,1758.99,454.9999999999998
DS-2DE4415IW-DET5,"Camera IP Speed Dome DarkFighter, 4 MP, Ultra Low Light, Zoom optic 15X, IR 100 metri HIKVISION DS-2DE4415IW-DET5",1921.99,1467.38,454.6099999999999
SUPRAMB524,Bariera acces auto 5 metri LIFE Trafic intens la 24V SUPRAMB524,4199.99,3749.0,450.9899999999998
TR601-M,Turnichet dublu semiautomat bidirectional Inox TR601-M,7429.99,6980.0,449.9899999999998
DS-K2604T,"Centrala control acces, acces 4 usi, conexiune TCP/IP, Hikvision DS-K2604T",1501.99,1053.63,448.3599999999999
SUPRA SU424+LIGHT -5m,"Bariera pentru acces auto, lungime 5 metri, cu tub luminos, Life Supra SU424+LIGHT -5m",5999.99,5554.5,445.4899999999998
IDS-7216HQHI-M2/S(C),"DVR 16 canale Hikvision, 4 MP lite, AI, Acusense, IDS-7216HQHI-M2/S(C)",1251.99,808.0,443.99
LH65WMBWBGCXEN,"Ecran interactiv 4K, 65"", SAMSUNG Flip Pro Digital Flipboard, touch, HDMI, USB-C, RJ45, Wi-Fi, LH65WMBWBGCXEN",9308.99,8865.0,443.9899999999998
SDT4E425-4F-GB-A-PV1,"Speed Dome X-Spans Dual 4MP+4MP, TiOC, PTZ, WizSense, IR 100m, Smart dual light +, Auto tracking, Dahua SDT4E425-4F-GB-A-PV1",2579.99,2136.0,443.9899999999998
DS-2CD2T26G2-2I(2.8mm)(D),"Camera de exterior IP, AcuSense, DarkFighter, Full HD 2MP, IR 60m, 2.8 mm, PoE, MicroSD, Hikvision DS-2CD2T26G2-2I(2.8mm)(D)",751.99,309.67,442.32
KITIP-WIFIDAHUA,"Kit videointerfon wireless IP, Dahua, KITIP-WIFIDAHUA",1433.99,991.99,442.0
DS-D5024FC-C,"Monitor FullHD, 23.8” (60.45 cm), E-LED, 60 Hz, VGA, HDMI, Hikvision, DS-D5024FC-C",1019.99,578.0,441.99
IPC-HFW3549T1-ZAS-PV-27135,"Camera IP, WizSense, 5MP, Lentila varifocala 2.7-13.5mm, Iluminare Duala, Alarma, Slot microSD, PoE, IP67, Dahua IPC-HFW3549T1-ZAS-PV-27135",1762.99,1322.0,440.99
C814 IP,"Camera de bord pentru masini de politie, PTZ, anti-explozie, zoom optic 20X, IR 100m, C814 IP",4299.99,3860.0,439.9899999999998
KTP01-S2(F),"Kit videointerfon IP, 2 MP, o familie, alimentare PoE, monitor 7 inch, Dahua KTP01-S2(F)",1758.99,1320.0,438.99
IDS-7208HTHI-M2/S(C),"DVR 8 Canale 8MP 4K, H265 Pro+, 5 in 1, 2xSATA, clasificare OM / Vehicul, Hikvision IDS-7208HTHI-M2/S(C)",1817.99,1381.21,436.78
Ajax-FireProtect2RBCO-WH,"Detector de fum, temperatura si CO, wireless, 868 MHz, 85 dB, alb, Ajax-FireProtect2RBCO-WH",889.99,454.0,435.99
wBolt,"Yala inteligenta aplicata WIFI, Bluetooth 4.0 Wbolt compatibila 100% Ajax",1599.99,1166.0,433.99
DS-2CD2646G2-IZS,"Camera IP Hikvision, 4MP 2K, Lentila Varifocala Motorizata 2.8-12 mm, IR60m, IP66, IK10, AcuSense, Alarma, DS-2CD2646G2-IZS",1369.99,936.0,433.99
DS-2CD2646G2-IZSC,"Camera IP Hikvision, 4MP 2K, 2.8-12 mm, IR60m, IP66, IK10, AcuSense DarkFighter, Alarma, DS-2CD2646G2-IZSC",1369.99,936.94,433.04999999999995
AJAX MULTI TRANSMITTER,"Modul pentru integrare detectori alarma cablati la sistemul, AJAX MULTI TRANSMITTER",948.99,515.99,433.0
DS-7608NXI-K1/8P,"NVR 8 Canale cu PoE, AcuSense, 8MP 4K, 80Mbps, 75W, 1U, AI by Device and Camera, Hikvision DS-7608NXI-K1/8P",1062.99,633.0,429.99
KIT4KW-MONO-HUAWEI380,"Sistem de alimentare cu energie solara, 4KW, Monofazat, Hibrid, KIT4KW-MONO-HUAWEI380",11790.52,11361.06,429.46000000000095
NKB1000,"Tastatura cu joystick 3D, Dahua, NKB1000",1568.99,1140.0,428.99
KITPOE2MPEXT-1,"Kit de supraveghere IP 4 camere exterior 5MP, IR 30 metri si NVR 4 canale, KITPOE2MPEXT",2476.99,2049.99,427.0
KITIP-4X-8MP284030POE,"Kit de supraveghere IP, interior si exterior, 8MP, 2.8mm, IR 50 metri si NVR 4 canale, KITIP-4X-8MP284030POE",2311.99,1884.99,426.9999999999998
SD49225GB-HNR,"Camera PTZ IP WizSense, 2MP, Starlight, zoom optic 25x, 4.8-120mm, IR 100m, microSD, PoE, IP66, Dahua SD49225GB-HNR",1908.99,1485.0,423.99
SAF-SD225ST,"Camera Speed Dome, Starlight HDCVI, 2MP Full HD, Varifocala 4.8 mm-120 mm, IR 100m, IP66, Zoom optic 25X, Safer SAF-SD225ST",1422.99,999.0,423.99
AJAX REX 2 BL,"Extender wireless, 868 Mhz, negru, max. 1800 m, AJAX REX 2 BL",1083.99,661.82,422.16999999999996
AJAX REX 2 WH,"Extender wireless, 868 Mhz, alb, max. 1800 m, AJAX REX 2 WH",1083.99,661.82,422.16999999999996
DS-PWA96-M2H-WE,Centrala de alarma hibrida wireless si cablata HIKVISION AX PRO DS-PWA96-M2H-WE,1331.99,912.26,419.73
DS-KD3003-E6,"Post de exterior pentru Videointerfon IP, Hikvision, display color, 2MP Full HD, IR, RFID, Tastatura, DS-KD3003-E6",1387.99,973.17,414.82000000000005
DS-2CD2026G2-IU,"Camera IP de exterior Hikvision DarkFighter, 2MP, IR 40m, lentila 2.8mm, AcuSense, audio, PoE, slot card, DS-2CD2026G2-IU",694.99,281.93,413.06
DS-7632NXI-K2,"NVR 32 canale AcuSense, 1U, pana la 12MP, latime de banda 256Mbps, USB, 2x SATA, Hikvision DS-7632NXI-K2",1302.99,890.76,412.23
iDS-7208HUHI-M2-P(C),"DVR AcuSense, 8 canale, pana la 8MP 4K, PoC, 2xSATA, 5 in 1, Alarma 8/4, Hikvision iDS-7208HUHI-M2-P(C)",1424.99,1012.99,412.0
KITPOEFHDEXT30,"Kit de supraveghere exterior 4 camere IP, PoE, FullHD, IR 30m, NVR 4 canale, Dahua, KITPOEFHDEXT30",2292.99,1880.99,411.9999999999998
SD22404T-GN,"Camera dome IP Dahua, 4MP, lentila varifocala 2.7mm-11mm, PoE, zoom optic 4X, SD22404T-GN",1191.99,785.0,406.99
KIT-DAH-2MP-30-I3-COMPLET,"Kit complet supraveghere video, 8 Camere 2 MP, IR 30 m, HDD 2TB, DVR 8 canale 2MP, Dahua KIT-DAH-2MP-30-I3-COMPLET",1969.99,1565.99,404.0
KIT-DAH-2MP-30-I3-COMPLET,"Kit complet supraveghere video, 8 Camere 2 MP, IR 30 m, HDD 2TB, DVR 8 canale 2MP, Dahua KIT-DAH-2MP-30-I3-COMPLET",1969.99,1565.99,404.0
KITMM7,"Kit videointerfon IP, 2 megapixeli, acces card Mifare, monitor 7 inci, Dahua KITMM7",1305.99,902.99,403.0
SUPRA4_230,Bariera acces auto 4 metri LIFE 230V SUPRA4,3399.99,2999.0,400.9899999999998
SINUO3,Automatizare batanta Life brat articulat 400KG pe canat,3399.99,2999.0,400.9899999999998
DS-7716NXI-K4,"NVR 16 canale AcuSense, 12MP, 160 Mbps, 4x SATA, Functii AI, Hikvision DS-7716NXI-K4",1669.99,1269.11,400.8800000000001
KITPOE8MPEXT-2,"Kit de supraveghere IP complet, 4 camere exterior 5MP, IR 30 metri si NVR 4 canale KITPOE8MPEXT-2",2363.99,1963.99,399.9999999999998
XVR5116H-4KL-I3,"DVR 16 canale XVR5116H-4KL-I3, 4K-N / 5MP, WizSense, Audio prin HDCVI, Dahua",1801.99,1402.0,399.99
KITSAF4MPEXT-1,"Kit 4 camere de exterior, 5MP, lentila varifocala 2.8mm - 12mm, IR 50m, NVR cu 4 canale, Safer KITSAF4MPEXT-1",2352.99,1953.99,398.9999999999998
DS-KH9310-WTE1(B),"Monitor pentru videointerfon IP, Ecran 7 inch TFT, Touch screen, Microfon si Difuzor, PoE, Hikvision DS-KH9310-WTE1(B)",1079.99,681.88,398.11
DS-K1T341AMF-S,"Terminal de access control, recunoastere faciala si amprenta, Mifare, HIKVISION, DS-K1T341AMF-S",1311.99,919.8,392.19000000000005
IPC-HDW3841T-ZAS-27135,"Camera de supraveghere IP, WizSense, 8MP, lentila varifocala 2.7-13.5mm, Smart IR 50m, microfon incorporat, PoE, IP67, Dahua IPC-HDW3841T-ZAS-27135",1284.99,895.0,389.99
KIT5KW-MONO-GR-455-OFF,"Sistem de alimentare cu energie solara, 5KW, Monofazat, OFF-Grid, KIT5KW-MONO-GR-455-OFF",13950.9,13561.77,389.1299999999992
DS-7616NXI-I2/S(C),"NVR 16 canale, 8MP 4K, AcuSense, Recunoastere Faciala, 256 Mbps, Hikvision, DS-7616NXI-I2/S(C)",1615.99,1227.52,388.47
KIT5KW-3FAZE-HUAWEI455,"Sistem fotovoltaic hibrid 5KW, trifazat, montaj pe acoperis din tigla, KIT5KW-3FAZE-HUAWEI455",15387.52,14999.48,388.0400000000009
KITIP-4X-8MP2830POE,"Kit de supraveghere IP, 4 camere interior 8MP 4K, 2.8mm, IR 30 metri si NVR 4 canale, KITIP-4X-8MP2830POE",2272.99,1884.99,387.9999999999998
KITALARMVIDEO,Sistem de alarma si supraveghere video Eldes KITALARMVIDEO,2017.99,1632.99,385.0
KIT5KW-3FAZE-GR-455,"Sistem de alimentare cu energie solara, 5KW, Trifazat, On-Grid, KIT5KW-3FAZE-GR-455",14834.89,14453.39,381.5
IPC-PDW3849-A180-E2-AS,"Camera IP Dahua TIOC, EPTZ, WizSense, Lentila Duala, 4K, Iluminare Duala, Alarma acustica si vizuala, PoE, IPC-PDW3849-A180-E2-AS",1523.99,1143.0,380.99
KITEXT16FHD-K-1,"Kit de supraveghere video 16 camere exterior, accesorii incluse, rezolutie 2MP Full HD KITEXT16FHD-K-1",2398.99,2021.99,376.9999999999998
KITEXT16FHD-K-1,"Kit de supraveghere video 16 camere exterior, accesorii incluse, rezolutie 2MP Full HD KITEXT16FHD-K-1",2398.99,2021.99,376.9999999999998
IPCOUNT-3D-EXT-0280,"Camera IP Duala WizMind, People Counting, 3MP, 2.8mm, IR 20m, PoE, Microfon si difuzor, IP67 si IK10, IPCOUNT-3D-EXT-0280",1899.99,1523.0,376.99
iDS-7208HUHI-M2/S(C)/4A+8/4ALM,"DVR 8 canale, 8 MP 4K, AcuSense, Audio prin coaxial, 2x port SATA, 4/8 alarma, Hikvision iDS-7208HUHI-M2/S(C)/4A+8/4ALM",1233.99,857.0,376.99
DS-KH8520-WTE1,"Monitor videointerfon TCP/IP 10 inch, touchscreen, Wi-Fi, standard PoE/ 12 VDC, Hikvision DS-KH8520-WTE1",1249.99,876.39,373.6
DS-2DE4215IW-DE(T5),"Camera Speed Dome IP Hikvision AcuSense DarkFighter, 2MP Full HD, IR 100m, Zoom optic 15x, Digital 16x, DS-2DE4215IW-DE(T5)",1543.99,1172.92,371.06999999999994
KITIP5MP8M-S,"Kit de supraveghere IP pentru exterior, simplu, 4 camere 5MP, IR 30m, NVR, KITIP5MP8M-S",1935.99,1564.99,371.0
DS-7604NI-K1/4P/C,"NVR 4 canale, pana la 8MP 4K, bandwidth 40Mbps, Detectare miscare, PoE, 1 port SATA pentru HDD, DS-7604NI-K1/4P/C Hikvision",776.99,406.39,370.6
NVR4232-4KS3,"NVR 32 canale, 12MP, 160 Mbps, Functii AI, 2x porturi SATA, 1U, Dahua NVR4232-4KS3",1299.99,930.0,369.99
KIT4MIXT30DAH,"Kit camere supraveghere profesionale, 8 camere mixt, rezolutie 5MP, IR 30 metri, DVR Dahua KIT4MIXT30DAH",1989.99,1625.99,364.0
KIT4MIXT30DAH,"Kit camere supraveghere profesionale, 8 camere mixt, rezolutie 5MP, IR 30 metri, DVR Dahua KIT4MIXT30DAH",1989.99,1625.99,364.0
NVR5232-EI,"NVR 32 canale 1U, WizSense, pana la 32MP 8K, latime de banda 384Mbps, 2x SATA, Dahua NVR5232-EI",1626.99,1265.0,361.99
KIT-8CAMDVRI3,"Kit supraveghere video, DVR cu 8 camera bullet, smart IR 30m, Dahua KIT-8CAMDVRI3",1970.99,1609.99,361.0
DS-K2602T,"Centrala control acces, TCP/IP, 2 usi, Wiegand, RS-485, 100.000 carduri, 300.000 evenimente, Hikvision, DS-K2602T",1203.99,844.46,359.53
KITINT16-s2,"Kit sistem de supraveghere 16 camere interior FULL HD, inregistrare sunet, KITINT16-s2",3186.99,2827.99,359.0
KITINT16-s2,"Kit sistem de supraveghere 16 camere interior FULL HD, inregistrare sunet, KITINT16-s2",3186.99,2827.99,359.0
DS-PWA64-KIT-WE,"KIT DE ALARMA Tri-X Wireless Hikvision AX PRO, DS-PWA64-KIT-WE",1136.99,781.2,355.78999999999996
KITEXT8FULLHD-2,"Kit de supraveghere video 8 camere exterior Full HD, 3.6 mm, LED alb 40m, Audio, DVR 8 canale, WizSense, Dahua KITEXT8FULLHD-2",2252.99,1898.99,353.9999999999998
KITEXT8FULLHD-2,"Kit de supraveghere video 8 camere exterior Full HD, 3.6 mm, LED alb 40m, Audio, DVR 8 canale, WizSense, Dahua KITEXT8FULLHD-2",2252.99,1898.99,353.9999999999998
KITACCES-T,"Turnichet semi automat cu centrala , 2 cititoare RFID, licenta si soft inclus",8934.99,8582.99,352.0
UCM6308,"Centrala telefonica VoIP Grandstream, 400 apeluri simultante, UCM6308",6849.99,6500.0,349.9899999999998
VTH5341G-W,"Post de interior cu sistem de operare Android, ecran de 10 inch, Touchscreen, microSD, Centru cotrol Dahua VTH5341G-W",1392.99,1045.0,347.99
NVR4216-16P-EI,"NVR 16 canale Dahua NVR4216-16P-EI, 16MP, WizSense, 256 Mbps, Recunoastere Faciala, Protectie Perimetru, 2x porturi SATA",1809.99,1462.0,347.99
VTH5341G-W,"Post de interior cu sistem de operare Android, ecran de 10 inch, Touchscreen, microSD, Centru cotrol Dahua VTH5341G-W",1392.99,1045.0,347.99
KITPOE2MPINT-2,"Kit de supraveghere IP complet, 4 camere interior 4MP, IR 30 metri si NVR 4 canale KITPOE2MPINT-2",1709.99,1362.99,347.0
IPC-HFW3849T1-AS-PV-0280B-S4,"Camera de supraveghere IP, 8MP, Dual Illumination 30m, TIOC, 2.8mm, Microfon si Difuzor, PoE, WizSense, IPC-HFW3849T1-AS-PV-0280B-S4",1378.99,1034.0,344.99
KIT8FHDMIXT,"Kit supraveghere video 8 camere, Full HD, audio, mixt, KIT8FHDMIXT",2102.99,1758.99,343.9999999999998
KIT8FHDMIXT,"Kit supraveghere video 8 camere, Full HD, audio, mixt, KIT8FHDMIXT",2102.99,1758.99,343.9999999999998
AJAX MOTIONCAMERA,"Senzor de alarma wireless PIR cu camera video, culoare alba, AJAX MOTIONCAMERA",877.99,534.79,343.20000000000005
ZKTIME.ENT500,"Soft profesional de pontaj ZKTime pentru aparatele ZkSoftware, 500 angajati, ZKTIME.ENT500",7210.99,6868.0,342.9899999999998
KITDH-4X5MPHDD-I3,"Kit de supraveghere pentru interior complet, 4 camere de interior, Full Color, 2K, Iluminare cu LED 20m, Dahua KITDH-4X5MPHDD-I3",1521.99,1179.99,342.0
SLIDE6KIT-CM,Kit automatizare poarta culisanta 600 Kg Linomatik + 4 metri cremaliera metalica,1444.99,1103.99,341.0
SLIDE6KIT-CM-FULL,Kit automatizare poarta culisanta 600 Kg Linomatik + 4 metri cremaliera metalica,1444.99,1103.99,341.0
KIT8FHDSAF200,"Kit complet supraveghere video 8 camere de exterior FULL HD, IR 80 metri, KIT8FHDSAF200",2693.99,2352.99,341.0
KIT8FHDSAF200,"Kit complet supraveghere video 8 camere de exterior FULL HD, IR 80 metri, KIT8FHDSAF200",2693.99,2352.99,341.0
SUPRA3_230,Bariera acces auto 3 metri LIFE 230V SUPRA3,3099.99,2759.0,340.9899999999998
PRO-BIO,Sistem de control acces si pontaj biometric cu recunoastere faciala PRO-BIO,2699.99,2359.0,340.9899999999998
Astris 3K/1P1T1,"Invertor solar, ON-GRID, 3KW, monofazat, 1 MPPT, Wi-Fi, Njoy, Astris 3K/1P1T1",2039.99,1699.11,340.8800000000001
SAF-4X2MPINT-POE-ST,"Kit supraveghere IP, SAFER, 4 camere dome 2K 4MP, IR 30M, NVR 4 canale 8MP Ultra 265, SAF-4X2MPINT-POE-ST",1588.99,1249.99,339.0
KITMM72AA,"Kit videointerfon IP wireless, HD acces card Mifare, monitor 7 inci, Dahua KITMM72AA",1077.99,738.99,339.0
VTO3221E-P,"Videointerfon/Post de exterior IP, Dahua, 2 MP, Mifare, aluminiu, VTO3221E-P",1355.99,1017.0,338.99
NVR5216-EI,"NVR 16 canale 1U, WizSense, pana la 32MP, 384Mbps latime de banda, 2x SATA, ANPR, Dahua NVR5216-EI",1517.99,1181.0,336.99
IPC-HFW2541T-ZAS-27135,"Camera de supraveghere IP, 5 MP, IR 60 m, PoE, lentila 2.7-13.5 mm, WizSense, MicroSD, Dahua, IPC-HFW2541T-ZAS-27135",1097.99,762.0,335.99
KITIP-8X-2MP2830POE,"Kit de supraveghere IP, 8 camere exterior 4MP, 2.8mm, IR 50 metri si NVR 8 canale, KITIP-8X-2MP2830POE",2655.99,2321.99,334.0
ART-ARC3000H-03-FW2(868),"Kit de alarma Wireless Dahua, 2X SIM, Wi-Fi, LAN, ART-ARC3000H-03-FW2(868)",1164.99,832.0,332.99
DS-2CD1357G0-L-2.8mm,"Camera IP de interior, 5MP 2K+, ColorVu, LED alb 30m, 2.8 mm, PoE, IP67, Hikvision DS-2CD1357G0-L-2.8mm",643.99,311.13,332.86
ACER1500,Automatizare de poarta culisanta 1500Kg LIFE ACER1500,2599.99,2269.0,330.9899999999998
DS-2CD1083G2-LIUF28,"Camera de supraveghere exterior IP Hikvision DS-2CD1083G2-LIUF28, 8MP, 2.8mm, Smart Hybrid Light, Microfon, PoE, IP67",698.99,368.51,330.48
AJAX VHF Bridge WH,"Modul interconectare VHF, wireless, 868 MHz, alb, 1800 m, AJAX VHF Bridge WH",836.8,508.07,328.72999999999996
DS-7608NI-I2,NVR 8 canale rezolutie 12 megapixeli Hikvision DS-7608NI-I2,1371.99,1043.67,328.31999999999994
KIT8X2MPEXT-SAF,"Kit supraveghere video 8 camere de exterior FULL HD, IR 80M, lentila 3.6mm, KIT8X2MPEXT-SAF",2562.99,2234.99,328.0
KIT8X2MPEXT-SAF,"Kit supraveghere video 8 camere de exterior FULL HD, IR 80M, lentila 3.6mm, KIT8X2MPEXT-SAF",2562.99,2234.99,328.0
IPC-HFW3541T-ZAS-27135,"Camera IP 5 MP, Zoom motorizat 2.7-13.5mm, IR 60M, STARLIGHT, IPC-HFW3541T-ZAS-27135",1309.99,983.0,326.99
DS-K3G501LX-R-Dm55,"Turnichet tripod Hikvision, bidirectional, indicator LED, brat metalic, DS-K3G501LX-R-Dm55",4901.99,4575.0,326.9899999999998
StreetSiren DoubleDeck WH,"Sirena wireless de exterior cu capac, 868 MHz, LED cu lumina rosie, 113 dB, alba, AJAX, StreetSiren DoubleDeck WH",818.99,492.99,326.0
IPC-HFW3841T-ZAS-27135-S2,"Camera de supraveghere IP, WizSense, 8MP, lentila varifocala 2.7-13.5mm, IR 60m, microfon incorporat, PoE, IP67, Dahua IPC-HFW3841T-ZAS-27135-S2",1469.99,1145.0,324.99
GKEE035EL0900A,"KIT automatizare porti batante, montaj ingropat, Comunello, EAGLE 24V, GKEE035EL0900A",4399.99,4075.0,324.9899999999998
DS-2CD1T57G0-L-4C,"Camera de supraveghere IP, 5MP, ColorVu, lentila 4mm, LED-uri albe 50m, Hikvision DS-2CD1T57G0-L-4C",639.99,315.04,324.95
IPC-HDW2541T-ZS,"Camera de interior IP, WizSense, 5MP, lentila varifocala 2.7-13.5mm, IR 40m, Microfon, Slot microSD, PoE, IP67, Dahua IPC-HDW2541T-ZS",1059.99,736.0,323.99
IPC-HFW2841T-ZAS-27135,"Camera de supraveghere IP, WizSense, 4K - 8MP, 2.7 - 13.5 mm, IR60, Microfon, MicroSD, PoE, Dahua IPC-HFW2841T-ZAS-27135",1294.99,971.0,323.99
DS-7604NI-K1/4P/4G(C),"NVR Wireless 4G, AcuSense, 4 canale, 4K - 8MP, 4xPoE, bandwidth 40 Mbps, SATA, Recunoastere faciala, Hikvision DS-7604NI-K1/4P/4G(C)",1348.99,1025.0,323.99
KIT3KW-MONO-HUAWEI380,"Sistem de alimentare cu energie solara, 3KW, Monofazat, Hibrid, KIT3KW-MONO-HUAWEI380",9716.25,9393.61,322.6399999999994
KIT3KW-MONO-HUAWEI455,"Sistem de alimentare cu energie solara, 3KW, Monofazat, Hibrid, KIT3KW-MONO-HUAWEI455",9883.02,9562.56,320.46000000000095
GWJ3012R,"Unitate de reincarcare, montare pe perete, 230V, 7.4kW, RFID, GWJ3012R Gewiss",6099.99,5780.0,319.9899999999998
NVR4216-16P-4KS3,"NVR 16 canale PoE, pana la 12MP, 1U, latime de banda 160Mbps, Functii AI, 2 porturi SATA, Dahua NVR4216-16P-4KS3",1649.99,1332.0,317.99
DS-2CD2443G0-IW28W,"Camera IP Wireless, 4MP 2K, 2.8mm, IR 10m, Microfon si difuzor, PoE, MicroSD, Hikvision DS-2CD2443G0-IW28W",609.99,293.52,316.47
KIT8EXT30IRDAH,"Kit camere supraveghere exterior profesionale, DVR cu 8 camere tip bullet, smart IR 30m, Dahua KIT8EXT30IRDAH",1331.99,1015.99,316.0
KIT8EXT30IRDAH,"Kit camere supraveghere exterior profesionale, DVR cu 8 camere tip bullet, smart IR 30m, Dahua KIT8EXT30IRDAH",1331.99,1015.99,316.0
RACK42U8010,"Rack 42U, 19'', Negru 800X1000mm, Cu roti si sistem de ventilare, montaj pe podea, SAFER RACK42U8010",2799.99,2484.0,315.9899999999998
KIT4IPSAFERINT,"Kit de supraveghere IP simplu pentru interior, 4 camere IP Safer, 4MP, IR 30m, PoE si NVR, KIT4IPSAFERINT",1282.99,967.99,315.0
HY-FT431LDP,"Camera IP cu termoviziune, Detectie foc 10m, Alarma acustica si optica, 2K 4MP, 4 mm, IR 15 m, PoE, IP66, Dahua HY-FT431LDP",1099.99,785.0,314.99
DS-KD8003-SILVERKIT,"Videointerfon modular 1 familie, unitate centrala, montaj aplicat, Argintiu Hikvision DS-KD8003-IME1",1004.99,693.99,311.0
KIT4KW-MONO-HUAWEI455,"Sistem de alimentare cu energie solara, 4KW, Monofazat, Hibrid, KIT4KW-MONO-HUAWEI455",11624.84,11316.37,308.46999999999935
KIT3KW-MONO-GR380,"Sistem Fotovoltaic complet, 3KW, Monofazat, ON GRID, LONGI 380W, Growatt, Smart meter, Wi-Fi, accesorii prindere, KIT3KW-MONO-GR380",9799.09,9491.71,307.380000000001
SD5A432GB-HNR,"Camera Speed Dome IP Dahua WizSense, 4MP 2K, IR 150m, Zoom optic 32x, Digital 16x, SD5A432GB-HNR",3710.99,3404.0,306.9899999999998
T-4300MADH+,"Tester 5MP (4K) pentru camere IP, HD-TVI, HD-CVI, AHD T-4300MADH+",2299.99,1994.0,305.9899999999998
KIT-HLA,"Kit accesorii pentru seria HLA, Yli, KIT-HLA",1981.99,1676.82,305.1700000000001
KIT3KW-MONO-GR455,"Sistem fotovoltaic Monofazat ON GRID, 3KW, LONGI 455W, Growatt, Smart meter, Wi-Fi, accesorii acoperis tigla, KIT3KW-MONO-GR455",9965.86,9661.75,304.1100000000006
DS-KH6320-WTE1(B),"Monitor 7"" inch TCP/IP Wireless Hikvision DS-KH6320-WTE1, memorie interna 128 Mb, PoE, DS-KH6320-WTE1(B)",714.99,411.0,303.99
DS-KH6320-WTE1-W,"Monitor 7"" inch TCP/IP Wireless, memorie interna 128 Mb, PoE, Alb, Hikvision DS-KH6320-WTE1-W",714.99,411.04,303.95
SLIDE6KIT-N-FULL,Automatizare poarta culisanta 600KG Linomatik SLIDE6KIT-N-FULL,1280.99,979.99,301.0
GKBR040VL0A901,"Bariera Comunello 4m, trafic intens, 24V, BORDER 400, GKBR040VL0A901",3699.99,3399.0,300.9899999999998
IPB503A-2TWO2,"Camera portabila pentru detectarea febrei, wireless cu baterii 6000 mAh IPB503A-2TWO2",2199.99,1899.0,300.9899999999998
65UL3G,Monitor 65 inci LG Digital Signage 65UL3G,6999.99,6700.0,299.9899999999998
GWJ3011A,"Statie incarcare masini electrice, WB I-CON, Autostart, 4.6 kW, Priza Type 2, IK10, Gewiss, GWJ3011A",5099.99,4800.0,299.9899999999998
DS-KH9510-WTE1(B),"Statie de control pentru videointerfon/supraveghere/alarma, 10.1 Inch, WiFi, Hikvison, DS-KH9510-WTE1",1309.99,1010.34,299.65
AJAX KEYPAD PLUS WH,"Tastatura wireless alba pentru sistem de alarma, taste touch iluminate, Ajax Keypad Plus White",752.99,454.58,298.41
ASC2204C-D,"Centrala de control acces Dahua ASC2204C-D, LAN, RS-485, Wiegand, 100 000 utilizatori, backup, watchdog",1550.99,1254.0,296.99
DS-K1T331W,Controller Acces facial 2MP Wifi Hikvision DS-K1T331W,990.99,695.02,295.97
DS-KV8413-WME1(C)/Surface,"Post de exterior Wi-Fi pentru videointerfon, 2 MP, 4 familii, TCP/IP, mifare 13.56 Khz, PoE, Hikvision, DS-KV8413-WME1(C)/Surface",990.99,695.14,295.85
VIS,Automatizare usa de garaj industriala LIFE VIS,2659.99,2365.0,294.9899999999998
GWJ3004R,"Statie incarcare masini electrice, WB I-CON, RFID, 22 kW, Priza Type 2, IK10, Gewiss, GWJ3004R",4398.99,4105.0,293.9899999999998
KIT4FHDEXT-HIKP,"Kit supraveghere video, 4 camere de exterior, lentila 2.8mm, IR 20 Metri, Hikvision",984.99,691.99,293.0
KIT4FHDEXT-HIKP,"Kit supraveghere video, 4 camere de exterior, lentila 2.8mm, IR 20 Metri, Hikvision",984.99,691.99,293.0
